seqno,configno,fitnessScore,dust,lcase_masking,soft_masking,ungapped,xdrop_gap,xdrop_gap_final,xdrop_ungap
658,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
658,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
659,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
659,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
659,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
659,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
659,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
660,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
660,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
661,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
662,2597,162.333333333,no,FALSE,TRUE,TRUE,30,100,0.1
662,2598,162.333333333,no,FALSE,TRUE,TRUE,30,100,0.5
663,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
664,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
664,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
664,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
664,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
664,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
665,1724,77.9165,20 64 1,FALSE,TRUE,FALSE,30,100,20
666,1724,79.704,20 64 1,FALSE,TRUE,FALSE,30,100,20
667,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
668,1597,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
668,1598,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
669,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
669,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
670,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
671,1847,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
671,1848,122.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
672,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
673,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
673,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
674,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
675,1847,82.049333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
675,1848,82.049333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
676,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
677,1724,79.9275,20 64 1,FALSE,TRUE,FALSE,30,100,20
678,1724,79.9275,20 64 1,FALSE,TRUE,FALSE,30,100,20
679,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
680,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
680,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
681,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
681,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
682,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
683,1629,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0,0,20
683,1634,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0,0.1,20
683,1639,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0,0.5,20
683,1654,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.1,0,20
683,1659,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.1,0.1,20
683,1664,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.1,0.5,20
683,1679,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.5,0,20
683,1684,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.5,0.1,20
683,1689,168.7380952381,20 64 1,FALSE,TRUE,FALSE,0.5,0.5,20
684,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
685,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
686,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
687,1724,87.89325,20 64 1,FALSE,TRUE,FALSE,30,100,20
688,1724,79.6105,20 64 1,FALSE,TRUE,FALSE,30,100,20
689,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
689,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
690,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
691,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
692,1724,79.75,20 64 1,FALSE,TRUE,FALSE,30,100,20
693,1597,603.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
693,1598,603.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
694,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
695,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
696,1597,153.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
696,1598,153.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
698,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
698,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
699,1724,89.66225,20 64 1,FALSE,TRUE,FALSE,30,100,20
700,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
701,1974,97,20 64 1,FALSE,FALSE,FALSE,30,100,20
702,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
702,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
703,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
704,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
705,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
706,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
707,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
708,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
709,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
709,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
710,1724,79.9295,20 64 1,FALSE,TRUE,FALSE,30,100,20
711,1724,127.17,20 64 1,FALSE,TRUE,FALSE,30,100,20
712,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
713,1724,79.856,20 64 1,FALSE,TRUE,FALSE,30,100,20
714,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
715,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
716,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
716,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
717,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
718,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
718,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
719,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
719,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
720,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
720,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
721,1724,78.4345,20 64 1,FALSE,TRUE,FALSE,30,100,20
722,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
722,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
723,1597,103.037,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
723,1598,103.037,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
724,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
725,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
726,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
726,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
727,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
727,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
728,1597,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
728,1598,123.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
729,1847,142.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
729,1848,142.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
730,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
730,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
731,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
732,1877,101.75,20 64 1,FALSE,FALSE,FALSE,0,0,0.1
732,1878,101.75,20 64 1,FALSE,FALSE,FALSE,0,0,0.5
732,1882,101.75,20 64 1,FALSE,FALSE,FALSE,0,0.1,0.1
732,1883,101.75,20 64 1,FALSE,FALSE,FALSE,0,0.1,0.5
732,1887,101.75,20 64 1,FALSE,FALSE,FALSE,0,0.5,0.1
732,1888,101.75,20 64 1,FALSE,FALSE,FALSE,0,0.5,0.5
732,1902,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0,0.1
732,1903,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0,0.5
732,1907,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.1,0.1
732,1908,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.1,0.5
732,1912,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.5,0.1
732,1913,101.75,20 64 1,FALSE,FALSE,FALSE,0.1,0.5,0.5
732,1927,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0,0.1
732,1928,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0,0.5
732,1932,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.1,0.1
732,1933,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.1,0.5
732,1937,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.5,0.1
732,1938,101.75,20 64 1,FALSE,FALSE,FALSE,0.5,0.5,0.5
733,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
734,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
734,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
735,1724,79.9235,20 64 1,FALSE,TRUE,FALSE,30,100,20
736,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
737,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
737,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
738,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
739,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
740,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
740,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
741,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
742,1724,79.887,20 64 1,FALSE,TRUE,FALSE,30,100,20
743,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
743,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
744,1847,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
744,1848,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
745,1597,2943.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
745,1598,2943.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
746,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
747,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
748,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
748,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
749,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
750,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
751,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
752,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
752,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
753,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
754,1847,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
754,1848,102.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
755,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
756,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
757,2597,152.333333333,no,FALSE,TRUE,TRUE,30,100,0.1
757,2598,152.333333333,no,FALSE,TRUE,TRUE,30,100,0.5
758,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
759,1724,88.94175,20 64 1,FALSE,TRUE,FALSE,30,100,20
760,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
761,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
762,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
762,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
763,1724,79.8495,20 64 1,FALSE,TRUE,FALSE,30,100,20
764,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
765,1599,157,20 64 1,FALSE,TRUE,TRUE,30,100,20
766,1724,79.7645,20 64 1,FALSE,TRUE,FALSE,30,100,20
767,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
768,1724,79.9245,20 64 1,FALSE,TRUE,FALSE,30,100,20
769,1597,103,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
769,1598,103,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
770,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
771,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
771,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
771,1952,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.1
771,1953,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0,0.5
771,1957,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.1
771,1958,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.1,0.5
771,1962,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.1
771,1963,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,0.5,0.5
771,1967,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.1
771,1968,82.333333333,20 64 1,FALSE,FALSE,FALSE,30,10,0.5
772,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
772,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
773,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
773,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
774,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
775,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
776,1599,94.573,20 64 1,FALSE,TRUE,TRUE,30,100,20
777,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
778,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
779,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
779,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
780,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
780,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
781,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
781,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
782,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
783,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
784,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
784,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
785,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
785,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
786,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
787,1599,94.1265,20 64 1,FALSE,TRUE,TRUE,30,100,20
788,1847,82.083333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
788,1848,82.083333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
789,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
789,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
790,1599,104.787,20 64 1,FALSE,TRUE,TRUE,30,100,20
791,1599,86.66875,20 64 1,FALSE,TRUE,TRUE,30,100,20
792,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
792,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
793,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
794,1599,86.73275,20 64 1,FALSE,TRUE,TRUE,30,100,20
795,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
796,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
797,1599,96.669,20 64 1,FALSE,TRUE,TRUE,30,100,20
798,1597,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
798,1598,223.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
799,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
799,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
799,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
799,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
799,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
800,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
801,1724,88.889,20 64 1,FALSE,TRUE,FALSE,30,100,20
802,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
802,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
803,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
804,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
804,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
805,1597,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
805,1598,113.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
806,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
807,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
808,1597,213.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
808,1598,213.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
809,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
809,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
809,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
809,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
809,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
810,1724,79.696,20 64 1,FALSE,TRUE,FALSE,30,100,20
811,1847,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
811,1848,152.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
812,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
813,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
814,1724,79.854,20 64 1,FALSE,TRUE,FALSE,30,100,20
815,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
816,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
816,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
817,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
818,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
818,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
819,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
819,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
820,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
821,1847,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
821,1848,132.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
822,1724,79.719,20 64 1,FALSE,TRUE,FALSE,30,100,20
823,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
823,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
823,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
823,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
823,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
824,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
825,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
826,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
827,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
827,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
828,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
828,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
829,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
830,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
831,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
831,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
832,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
833,2627,101.75,no,FALSE,TRUE,FALSE,0,0,0.1
833,2628,101.75,no,FALSE,TRUE,FALSE,0,0,0.5
833,2632,101.75,no,FALSE,TRUE,FALSE,0,0.1,0.1
833,2633,101.75,no,FALSE,TRUE,FALSE,0,0.1,0.5
833,2637,101.75,no,FALSE,TRUE,FALSE,0,0.5,0.1
833,2638,101.75,no,FALSE,TRUE,FALSE,0,0.5,0.5
833,2652,101.75,no,FALSE,TRUE,FALSE,0.1,0,0.1
833,2653,101.75,no,FALSE,TRUE,FALSE,0.1,0,0.5
833,2657,101.75,no,FALSE,TRUE,FALSE,0.1,0.1,0.1
833,2658,101.75,no,FALSE,TRUE,FALSE,0.1,0.1,0.5
833,2662,101.75,no,FALSE,TRUE,FALSE,0.1,0.5,0.1
833,2663,101.75,no,FALSE,TRUE,FALSE,0.1,0.5,0.5
833,2677,101.75,no,FALSE,TRUE,FALSE,0.5,0,0.1
833,2678,101.75,no,FALSE,TRUE,FALSE,0.5,0,0.5
833,2682,101.75,no,FALSE,TRUE,FALSE,0.5,0.1,0.1
833,2683,101.75,no,FALSE,TRUE,FALSE,0.5,0.1,0.5
833,2687,101.75,no,FALSE,TRUE,FALSE,0.5,0.5,0.1
833,2688,101.75,no,FALSE,TRUE,FALSE,0.5,0.5,0.5
834,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
835,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
836,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
837,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
837,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
838,1597,2593.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
838,1598,2593.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
839,1724,77.585,20 64 1,FALSE,TRUE,FALSE,30,100,20
840,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
841,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
842,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
843,2724,85.19825,no,FALSE,TRUE,FALSE,30,100,20
844,1599,97,20 64 1,FALSE,TRUE,TRUE,30,100,20
845,1599,86.67525,20 64 1,FALSE,TRUE,TRUE,30,100,20
846,1599,85.969,20 64 1,FALSE,TRUE,TRUE,30,100,20
847,1724,100,20 64 1,FALSE,TRUE,FALSE,30,100,20
848,1597,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
848,1598,103.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
849,1847,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
849,1848,82.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
850,1724,79.9265,20 64 1,FALSE,TRUE,FALSE,30,100,20
851,1597,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
851,1598,143.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
852,1597,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
852,1598,93.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
853,1849,93.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
853,1954,93.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
853,1959,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
853,1964,93.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
853,1969,93.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
854,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
855,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
856,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
856,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
857,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
858,1847,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.1
858,1848,92.333333333,20 64 1,FALSE,FALSE,TRUE,30,100,0.5
859,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
859,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
859,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
859,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
859,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
860,1597,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
860,1598,133.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
861,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
862,1724,88.94175,20 64 1,FALSE,TRUE,FALSE,30,100,20
863,1597,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
863,1598,203.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
864,1599,87,20 64 1,FALSE,TRUE,TRUE,30,100,20
865,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
866,1597,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.1
866,1598,83.5,20 64 1,FALSE,TRUE,TRUE,30,100,0.5
867,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
868,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
868,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
868,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
868,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
868,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
869,1974,87,20 64 1,FALSE,FALSE,FALSE,30,100,20
870,1724,80,20 64 1,FALSE,TRUE,FALSE,30,100,20
871,1849,83.5,20 64 1,FALSE,FALSE,TRUE,30,100,20
871,1954,83.5,20 64 1,FALSE,FALSE,FALSE,30,0,20
871,1959,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.1,20
871,1964,83.5,20 64 1,FALSE,FALSE,FALSE,30,0.5,20
871,1969,83.5,20 64 1,FALSE,FALSE,FALSE,30,10,20
