seqno,configno,distance,medianpercid,medianeval,hits,fitnessScore
2407,1724,0,100,0,1,80
2413,1724,0,100,0,1,80
2415,1724,0,100,0,1,80
2416,1724,0,100,0,1,80
2419,1724,0,100,0,1,80
2421,1724,0,100,0,1,80
2423,1724,0,97.774,0,1,78.887
2425,1724,0,100,0,1,80
2428,1724,0,99.531,0,1,79.7655
2435,1724,0,97.235,0,1,78.6175
2442,1724,0,100,0,1,80
2443,1724,0,97.198,0,1,78.599
2446,1724,0,100,0,1,80
2452,1724,0,100,0,1,80
2457,1724,0,99.226,0,1,79.613
2470,1724,0,100,0,1,80
2478,1724,0,99.687,0,1,79.8435
2479,1724,0,99.85,0,1,79.925
2482,1724,0,100,0,1,80
2492,1724,0,99.39,0,1,79.695
2495,1724,0,100,0,1,80
2505,1724,0,100,0,1,80
2512,1724,0,100,0,3,100
2513,1724,0,96.335,0,1,78.1675
2521,1724,0,99.661,0,1,79.8305
2561,1724,0,100,0,1,80
2566,1724,0,100,0,1,80
2568,1724,0,99.617,0,1,79.8085
2571,1724,0,98.387,0,1,79.1935
2574,1724,0,99.64,0,1,79.82
2575,1724,0,99.697,0,1,79.8485
2576,1724,0,100,0,1,80
2583,1724,0,100,0,2,90
2584,1724,0,100,0,1,80
2585,1724,0,99.843,0,1,79.9215
2588,1724,0,100,0,1,80
2589,1724,0,100,0,1,80
2591,1724,0,100,0,1,80
2594,1724,0,100,0,1,80
2595,1724,0,96.02,0,1,78.01
2596,1724,0,100,0,1,80
2606,1724,0,100,0,1,80
2620,1724,0,93.333,0,1,76.6665
2624,1724,0,99.786,0,1,79.893
2627,1724,0,100,0,1,80
2640,1724,0,95.711,0,1,77.8555
2642,1724,0,99.697,0,1,79.8485
2652,1724,0,100,0,1,80
2658,1724,0,100,0,1,80
2659,1724,0,100,0,1,80
2663,1724,0,99.802,0,1,79.901
2670,1724,0,100,0,1,80
2672,1724,0,100,0,1,80
2675,1724,0,99.564,0,1,79.782
2678,1724,0,100,0,1,80
2680,1724,0,99.686,0,1,79.843
2684,1724,0,100,0,2,90
2698,1724,0,100,0,1,80
2702,1724,0,100,0,1,80
2705,1724,0,100,0,1,80
2709,1724,0,100,0,1,80
2710,1724,0,97.436,0,1,78.718
2711,1724,0,100,0,3,100
2714,1724,0,100,0,1,80
2718,1724,0,99.723,0,1,79.8615
2719,1724,0,100,0,1,80
2727,1724,0,100,0,1,80
2729,1724,0,95.798,0,1,77.899
2732,1724,0,97.706,0,1,78.853
2735,1724,0,99.045,0,1,79.5225
2736,1724,0,97.396,0,1,78.698
2742,1724,0,100,0,1,80
2744,1724,0,100,0,1,80
2745,1724,0,99.788,0,1,79.894
2746,1724,0,100,0,2,90
2748,1724,0,99.712,0,1,79.856
2749,1724,0,100,0,1,80
2750,1724,0,100,0,1,80
2752,1724,0,99.268,0,1,79.634
2753,1724,0,100,0,1,80
2756,1724,0,97.561,0,1,78.7805
2758,1724,0,98.842,0,1,79.421
2764,1724,0,100,0,1,80
2771,1724,0,99.708,0,1,79.854
2777,1724,0,99.848,0,1,79.924
2782,1724,0,100,0,1,80
2789,1724,0,99.693,0,1,79.8465
2795,1724,0,100,0,1,80
2799,1724,0,100,0,1,80
2801,1724,0,100,0,1,80
2805,1724,0,100,0,1,80
2810,1724,0,99.572,0,1,79.786
2812,1724,0,100,0,2,90
2819,1724,0,93.925,0,2,86.9625
2820,1724,0,100,0,1,80
2822,1724,0,100,0,1,80
2826,1724,0,100,0,1,80
2828,1724,0,100,0,2,90
2829,1724,0,100,0,1,80
2830,1724,0,100,0,1,80
2832,1724,0,98.995,0,1,79.4975
2844,1724,0,100,0,1,80
2849,1724,0,100,0,1,80
2853,1724,0,100,0,1,80
2854,1724,0,100,0,3,100
2855,1724,0,100,0,1,80
2856,1724,0,100,0,1,80
2864,1724,0,100,0,1,80
2868,1724,0,100,0,1,80
2870,1724,0,100,0,1,80
2877,1724,0,100,0,1,80
2882,1724,0,100,0,1,80
2885,1724,0,100,0,3,100
2886,1724,0,100,0,1,80
2887,1724,0,100,0,1,80
2888,1724,0,100,0,1,80
2890,1724,0,99.695,0,1,79.8475
2895,1724,0,99.548,0,1,79.774
2898,1724,0,100,0,1,80
2903,1724,0,100,0,1,80
2905,1724,0,100,0,1,80
2910,1724,0,100,0,1,80
2913,1724,0,99.423,0,1,79.7115
2916,1724,0,99.371,0,1,79.6855
2918,1724,0,100,0,1,80
2919,1724,0,100,0,1,80
2926,1724,0,100,0,1,80
2928,1724,0,99.421,0,1,79.7105
2935,1724,0,100,0,1,80
2938,1724,0,99.855,0,1,79.9275
2939,1724,0,100,0,1,80
2942,1724,0,100,0,1,80
2944,1724,0,100,0,3,100
2948,1724,0,95.7865,0,2,87.89325
2950,1724,0,100,0,1,80
2953,1724,0,100,0,1,80
2957,1724,0,99.688,0,1,79.844
2964,1724,0,100,0,1,80
2966,1724,0,100,0,1,80
2969,1724,0,100,0,1,80
2971,1724,0,100,0,1,80
2972,1724,0,100,0,1,80
2973,1724,0,100,0,1,80
2978,1724,0,100,0,1,80
2981,1724,0,100,0,3,100
2982,1724,0,99.576,0,1,79.788
2984,1724,0,99.3245,0,2,89.66225
2989,1724,0,99.849,0,1,79.9245
2996,1724,0,100,0,1,80
3002,1724,0,100,0,1,80
3003,1724,0,100,0,1,80
3004,1724,0,100,0,1,80
3006,1724,0,100,0,1,80
3010,1724,0,99.711,0,1,79.8555
3014,1724,0,100,0,1,80
3015,1724,0,100,0,1,80
3017,1724,0,99.707,0,1,79.8535
3021,1724,0,99.766,0,2,89.883
3023,1724,0,99.855,0,1,79.9275
3026,1724,0,100,0,2,90
3027,1724,0,99.6185,0,2,89.80925
3031,1724,0,100,0,1,80
3032,1724,0,100,0,1,80
3034,1724,0,100,0,1,80
3035,1724,0,100,0,2,90
3038,1724,0,99.825,0,1,79.9125
3039,1724,0,99.851,0,1,79.9255
3040,1724,0,100,0,1,80
3042,1724,0,100,0,1,80
3046,1724,0,99.379,0,1,79.6895
3048,1724,0,100,0,1,80
3054,1724,0,100,0,1,80
3056,1724,0,100,0,1,80
3059,1724,0,100,0,1,80
3063,1724,0,100,0,1,80
3065,1724,0,94.909,0,2,87.4545
3069,1724,0,100,0,2,90
3070,1724,0,99.631,0,1,79.8155
3072,1724,0,100,0,3,100
3074,1724,0,100,0,1,80
3075,1724,0,99.409,0,1,79.7045
3076,1724,0,100,0,1,80
3082,1724,0,100,0,1,80
3085,1724,0,100,0,1,80
3087,1724,0,100,0,1,80
3091,1724,0,99.849,0,1,79.9245
3095,1724,0,100,0,1,80
3099,1724,0,100,0,1,80
3102,1724,0,100,0,1,80
3104,1724,0,100,0,1,80
3106,1724,0,100,0,1,80
3107,1724,0,100,0,1,80
3108,1724,0,100,0,1,80
3110,1724,0,100,0,1,80
3112,1724,0,94.909,0,2,87.4545
3113,1724,0,100,0,1,80
3123,1724,0,100,0,1,80
3124,1724,0,100,0,1,80
3127,1724,0,100,0,2,90
3129,1724,0,100,0,1,80
3130,1724,0,100,0,1,80
3131,1724,0,100,0,1,80
3135,1724,0,99.709,0,1,79.8545
3137,1724,0,100,0,1,80
3141,1724,0,100,0,1,80
3146,1724,0,100,0,1,80
3147,1724,0,100,0,1,80
3149,1724,0,100,0,1,80
3150,1724,0,100,0,1,80
3153,1724,0,100,0,1,80
3154,1724,0,100,0,1,80
3164,1724,0,100,0,1,80
3165,1724,0,99.457,0,1,79.7285
3166,1724,0,99.853,0,1,79.9265
3167,1724,0,100,0,1,80
3170,1724,0,100,0,1,80
3171,1724,0,100,0,1,80
3176,1724,0,100,0,1,80
3178,1724,0,100,0,2,90
3179,1724,0,100,0,1,80
3182,1724,0,99.841,0,1,79.9205
3186,1724,0,100,0,1,80
3189,1724,0,100,0,1,80
3190,1724,0,100,0,1,80
3192,1724,0,100,0,1,80
3195,1724,0,100,0,1,80
3199,1724,0,100,0,1,80
3203,1724,0,98.325,0,1,79.1625
3218,1724,0,99.855,0,1,79.9275
3219,1724,0,94.34,0,6,127.17
3226,1724,0,100,0,1,80
3228,1724,0,100,0,1,80
3229,1724,0,100,0,1,80
3234,1724,0,100,0,1,80
3235,1724,0,100,0,1,80
3236,1724,0,99.9025,0,2,89.95125
3247,1724,0,100,0,1,80
3248,1724,0,100,0,1,80
3250,1724,0,99.7,0,1,79.85
3251,1724,0,100,0,1,80
3252,1724,0,100,0,1,80
3254,1724,0,98.536,0,1,79.268
3255,1724,0,100,0,1,80
3256,1724,0,100,0,2,90
3258,1724,0,100,0,1,80
3259,1724,0,99.839,0,1,79.9195
3260,1724,0,100,0,1,80
3261,1724,0,100,0,1,80
3267,1724,0,100,0,1,80
3272,1724,0,99.849,0,1,79.9245
3273,1724,0,100,0,1,80
3279,1724,0,100,0,1,80
3285,1724,0,99.7,0,1,79.85
3286,1724,0,99.7,0,1,79.85
3289,1724,0,100,0,1,80
3290,1724,0,100,0,1,80
3297,1724,0,100,0,1,80
3298,1724,0,97.8725,0,2,88.93625
3299,1724,0,100,0,1,80
3301,1724,0,100,0,1,80
3302,1724,0,100,0,3,100
3303,1724,0,99.802,0,1,79.901
3308,1724,0,100,0,1,80
3310,1724,0,99.847,0,1,79.9235
3311,1724,0,100,0,1,80
3318,1724,0,100,0,1,80
3322,1724,0,99.112,0,1,79.556
3324,1724,0,99.7695,0,2,89.88475
3325,1724,0,99.6915,0,2,89.84575
3333,1724,0,100,0,1,80
3336,1724,0,97.027,0,1,78.5135
3338,1724,0,100,0,1,80
3339,1724,0,90,0,2,85
3341,1724,0,100,0,2,90
3344,1724,0,100,0,2,90
3347,1724,0,99.855,0,1,79.9275
3348,1724,0,100,0,1,80
3355,1724,0,100,0,1,80
3357,1724,0,100,0,1,80
3358,1724,0,99.851,0,1,79.9255
3360,1724,0,100,0,1,80
3367,1724,0,99.822,0,1,79.911
3371,1724,0,100,0,1,80
3372,1724,0,100,0,1,80
3374,1724,0,100,0,1,80
3378,1724,0,100,0,1,80
3379,1724,0,100,0,1,80
3383,1724,0,99.849,0,1,79.9245
3385,1724,0,99.694,0,1,79.847
3386,1724,0,98.703,0,1,79.3515
3387,1724,0,99.553,0,1,79.7765
3389,1724,0,99.825,0,2,89.9125
3392,1724,0,99.778,0,1,79.889
3395,1724,0,100,0,1,80
3396,1724,0,100,0,1,80
3397,1724,0,100,0,1,80
3399,1724,0,100,0,1,80
3401,1724,0,100,0,1,80
3402,1724,0,100,0,1,80
3417,1724,0,100,0,1,80
3421,1724,0,94.909,0,2,87.4545
3423,1724,0,100,0,1,80
3424,1724,0,94.737,0,1,77.3685
3426,1724,0,100,0,1,80
3427,1724,0,100,0,1,80
3430,1724,0,99.571,0,1,79.7855
3434,1724,0,100,0,1,80
3436,1724,0,100,0,1,80
3437,1724,0,100,0,1,80
3438,1724,0,100,0,1,80
3445,1724,0,95.61,0,1,77.805
3446,1724,0,100,0,1,80
3447,1724,0,94.495,0,1,77.2475
3449,1724,0,99.7085,0,2,89.85425
3451,1724,0,96.214,0,1,78.107
3456,1724,0,100,0,1,80
3457,1724,0,100,0,1,80
3459,1724,0,100,0,1,80
3468,1724,0,99.237,0,1,79.6185
3475,1724,0,100,0,1,80
3477,1724,0,99.846,0,1,79.923
3478,1724,0,99.699,0,1,79.8495
3480,1724,0,100,0,1,80
3484,1724,0,99.902,0,2,89.951
3491,1724,0,99.854,0,1,79.927
3494,1724,0,93.631,0,1,76.8155
3503,1724,0,100,0,1,80
3505,1724,0,100,0,1,80
3514,1724,0,99.277,0,1,79.6385
3515,1724,0,100,0,1,80
3517,1724,0,97.465,0,1,78.7325
3518,1724,0,100,0,1,80
3524,1724,0,95.921,0,2,87.9605
3525,1724,0,100,0,2,90
3526,1724,0,94.34,0,6,127.17
3527,1724,0,100,0,1,80
3528,1724,0,100,0,1,80
3538,1724,0,100,0,1,80
3540,1724,0,100,0,1,80
3542,1724,0,99.561,0,1,79.7805
3544,1724,0,100,0,1,80
3548,1724,0,99.709,0,1,79.8545
3549,1724,0,99.416,0,1,79.708
3550,1724,0,98.333,0,1,79.1665
3552,1724,0,98.594,0,1,79.297
3554,1724,0,100,0,1,80
3556,1724,0,100,0,1,80
3557,1724,0,100,0,1,80
3561,1724,0,99.108,0,1,79.554
3563,1724,0,100,0,1,80
3565,1724,0,100,0,1,80
3570,1724,0,100,0,2,90
3572,1724,0,100,0,1,80
3573,1724,0,100,0,1,80
3574,1724,0,100,0,1,80
3576,1724,0,100,0,1,80
3591,1724,0,100,0,1,80
3594,1724,0,99.122,0,1,79.561
3595,1724,0,100,0,1,80
3598,1724,0,100,0,1,80
3600,1724,0,97.8835,0,2,88.94175
3604,1724,0,100,0,1,80
3608,1724,0,100,0,1,80
3613,1724,0,99.852,0,1,79.926
3616,1724,0,100,0,1,80
3623,1724,0,100,0,3,100
3625,1724,0,100,0,2,90
3631,1724,0,100,0,2,90
3635,1724,0,100,0,1,80
3637,1724,0,99.6455,0,2,89.82275
3640,1724,0,100,0,1,80
3644,1724,0,99.848,0,1,79.924
3649,1724,0,94.34,0,6,127.17
3652,1724,0,95.7865,0,2,87.89325
3653,1724,0,100,0,1,80
3654,1724,0,99.355,0,1,79.6775
3656,1724,0,100,0,1,80
3658,1724,0,99.7665,0,2,89.88325
3659,1724,0,100,0,1,80
3660,1724,0,100,0,1,80
3661,1724,0,100,0,1,80
3666,1724,0,100,0,1,80
3669,1724,0,100,0,1,80
3674,1724,0,99.848,0,1,79.924
3676,1724,0,100,0,1,80
3679,1724,0,100,0,1,80
3682,1724,0,100,0,2,90
3686,1724,0,94.34,0,6,127.17
3687,1724,0,99.355,0,1,79.6775
3688,1724,0,100,0,1,80
3689,1724,0,99.832,0,1,79.916
3694,1724,0,100,0,1,80
3696,1724,0,100,0,1,80
3706,1724,0,99.555,0,1,79.7775
3707,1724,0,100,0,1,80
3708,1724,0,100,0,1,80
3709,1724,0,100,0,1,80
3711,1724,0,100,0,1,80
3713,1724,0,100,0,1,80
3717,1724,0,100,0,1,80
3718,1724,0,100,0,1,80
3721,1724,0,99.841,0,1,79.9205
3723,1724,0,100,0,1,80
3728,1724,0,99.846,0,1,79.923
3730,1724,0,100,0,1,80
3733,1724,0,99.794,0,1,79.897
3736,1724,0,97.8835,0,2,88.94175
3737,1724,0,100,0,1,80
3740,1724,0,100,0,1,80
3743,1724,0,99.534,0,1,79.767
3747,1724,0,99.848,0,1,79.924
3749,1724,0,100,0,2,90
3750,1724,0,100,0,2,90
3753,1724,0,99.226,0,1,79.613
3758,1724,0,100,0,1,80
3759,1724,0,94.444,0,1,77.222
3760,1724,0,100,0,1,80
3762,1724,0,100,0,2,90
3765,1724,0,99.844,0,1,79.922
3768,1724,0,99.847,0,1,79.9235
3769,1724,0,100,0,1,80
3771,1724,0,99.807,0,1,79.9035
3772,1724,0,99.817,0,1,79.9085
3773,1724,0,100,0,1,80
3776,1724,0,99.9025,0,2,89.95125
3780,1724,0,100,0,1,80
3782,1724,0,99.846,0,1,79.923
3784,1724,0,93.925,0,2,86.9625
3791,1724,0,95.7865,0,2,87.89325
3793,1724,0,99.694,0,1,79.847
3797,1724,0,100,0,1,80
3806,1724,0,99.843,0,1,79.9215
3809,1724,0,99.538,0,1,79.769
3815,1724,0,100,0,1,80
3818,1724,0,100,0,1,80
3821,1724,0,99.6335,0,2,89.81675
3826,1724,0,100,0,1,80
3830,1724,0,100,0,1,80
3833,1724,0,100,0,1,80
3834,1724,0,100,0,1,80
3836,1724,0,99.848,0,1,79.924
3837,1724,0,99.765,0,2,89.8825
3840,1724,0,100,0,1,80
3841,1724,0,100,0,1,80
3843,1724,0,100,0,1,80
3849,1724,0,100,0,1,80
3851,1724,0,100,0,1,80
3852,1724,0,100,0,1,80
3853,1724,0,100,0,1,80
3857,1724,0,100,0,1,80
3859,1724,0,99.9085,0,2,89.95425
3860,1724,0,99.201,0,1,79.6005
3861,1724,0,99.9175,0,2,89.95875
3863,1724,0,97.674,0,1,78.837
3864,1724,0,100,0,1,80
3871,1724,0,100,0,1,80
3872,1724,0,100,0,1,80
3873,1724,0,100,0,1,80
3874,1724,0,100,0,1,80
3875,1724,0,100,0,1,80
3878,1724,0,99.843,0,1,79.9215
3883,1724,0,100,0,1,80
3884,1724,0,100,0,1,80
3886,1724,0,99.848,0,1,79.924
3889,1724,0,100,0,1,80
3890,1724,0,100,0,1,80
3891,1724,0,100,0,1,80
3893,1724,0,100,0,1,80
3898,1724,0,100,0,1,80
3900,1724,0,99.848,0,1,79.924
3904,1724,0,98.095,0,1,79.0475
3905,1724,0,98.23,0,1,79.115
3906,1724,0,99.681,0,1,79.8405
3907,1724,0,100,0,1,80
3908,1724,0,100,0,1,80
3910,1724,0,100,0,1,80
3912,1724,0,97.79,0,1,78.895
3914,1724,0,100,0,1,80
3917,1724,0,100,0,1,80
3921,1724,0,100,0,1,80
3930,1724,0,100,0,1,80
3931,1724,0,100,0,1,80
3932,1724,0,100,0,1,80
3933,1724,0,100,0,1,80
3934,1724,0,100,0,1,80
3938,1724,0,100,0,1,80
3941,1724,0,100,0,1,80
3947,1724,0,99.833,0,1,79.9165
3948,1724,0,99.851,0,1,79.9255
3953,1724,0,99.607,0,2,89.8035
3958,1724,0,100,0,1,80
3962,1724,0,99.83,0,1,79.915
3969,1724,0,100,0,2,90
3972,1724,0,99.231,0,2,89.6155
3973,1724,0,100,0,1,80
3975,1724,0,100,0,1,80
3978,1724,0,99.381,0,1,79.6905
3981,1724,0,100,0,1,80
3992,1724,0,100,0,1,80
3994,1724,0,100,0,1,80
3996,1724,0,100,0,1,80
4002,1724,0,100,0,1,80
4006,1724,0,100,0,1,80
4008,1724,0,100,0,1,80
4013,1724,0,99.694,0,1,79.847
4018,1724,0,100,0,1,80
4023,1724,0,100,0,2,90
4025,1724,0,100,0,1,80
4031,1724,0,100,0,1,80
4038,1724,0,100,0,1,80
4041,1724,0,98.889,0,2,89.4445
4043,1724,0,100,0,1,80
4050,1724,0,99.633,0,1,79.8165
4055,1724,0,99.8965,0,2,89.94825
4056,1724,0,100,0,1,80
4079,1724,0,98.807,0,1,79.4035
4084,1724,0,94.924,0,1,77.462
4088,1724,0,100,0,1,80
4090,1724,0,99.53,0,1,79.765
4096,1724,0,98.371,0,1,79.1855
4097,1724,0,99.856,0,1,79.928
4108,1724,0,100,0,1,80
4110,1724,0,100,0,1,80
4113,1724,0,99.419,0,1,79.7095
4114,1724,0,100,0,1,80
4116,1724,0,99.848,0,1,79.924
4118,1724,0,100,0,1,80
4119,1724,0,100,0,2,90
4121,1724,0,100,0,1,80
4125,1724,0,100,0,1,80
4126,1724,0,100,0,1,80
4127,1724,0,100,0,1,80
4134,1724,0,100,0,1,80
4135,1724,0,100,0,1,80
4138,1724,0,100,0,1,80
4140,1724,0,100,0,1,80
4143,1724,0,99.843,0,1,79.9215
4144,1724,0,100,0,1,80
4146,1724,0,98.864,0,1,79.432
4147,1724,0,100,0,1,80
4149,1724,0,100,0,1,80
4150,1724,0,99.846,0,1,79.923
4153,1724,0,100,0,1,80
4161,1724,0,100,0,1,80
4163,1724,0,100,0,1,80
4169,1724,0,100,0,1,80
4170,1724,0,99.552,0,1,79.776
4172,1724,0,100,0,1,80
4173,1724,0,94.505,0,1,77.2525
4176,1724,0,97.0695,0,2,88.53475
4187,1724,0,95.939,0,1,77.9695
4188,1724,0,100,0,1,80
4192,1724,0,100,0,3,100
4193,1724,0,100,0,1,80
4194,1724,0,94.34,0,6,127.17
4196,1724,0,99.426,0,1,79.713
4197,1724,0,100,0,1,80
4199,1724,0,100,0,1,80
4200,1724,0,99.561,0,1,79.7805
4202,1724,0,99.568,0,1,79.784
4203,1724,0,100,0,1,80
4204,1724,0,100,0,1,80
4205,1724,0,100,0,1,80
4206,1724,0,100,0,1,80
4209,1724,0,98.551,0,1,79.2755
4210,1724,0,100,0,1,80
4213,1724,0,99.9055,0,2,89.95275
4215,1724,0,98.54,0,1,79.27
4216,1724,0,100,0,1,80
4219,1724,0,99.854,0,1,79.927
4220,1724,0,99.702,0,1,79.851
4227,1724,0,100,0,1,80
4239,1724,0,100,0,1,80
4240,1724,0,100,0,1,80
4243,1724,0,100,0,1,80
4244,1724,0,100,0,1,80
4252,1724,0,100,0,1,80
4258,1724,0,100,0,1,80
4260,1724,0,99.259,0,1,79.6295
4262,1724,0,100,0,1,80
4263,1724,0,100,0,1,80
4267,1724,0,100,0,1,80
4272,1724,0,99.811,0,1,79.9055
4273,1724,0,90.458,0,3,95.229
4274,1724,0,99.497,0,1,79.7485
4276,1724,0,97.8725,0,2,88.93625
4282,1724,0,100,0,1,80
4287,1724,0,100,0,1,80
4288,1724,0,99.9055,0,2,89.95275
4289,1724,0,100,0,1,80
4291,1724,0,92.5,0,1,76.25
4293,1724,0,100,0,1,80
4296,1724,0,100,0,1,80
4298,1724,0,97.5,0,1,78.75
4301,1724,0,100,0,1,80
4304,1724,0,96.262,0,1,78.131
4306,1724,0,99.096,0,1,79.548
4307,1724,0,99.778,0,1,79.889
4308,1724,0,100,0,1,80
4312,1724,0,100,0,1,80
4316,1724,0,100,0,1,80
4319,1724,0,99.855,0,1,79.9275
4324,1724,0,100,0,1,80
4329,1724,0,100,0,1,80
4332,1724,0,100,0,1,80
4337,1724,0,100,0,1,80
4338,1724,0,99.393,0,1,79.6965
4340,1724,0,99.842,0,1,79.921
4341,1724,0,100,0,1,80
4348,1724,0,100,0,1,80
4349,1724,0,99.71,0,1,79.855
4352,1724,0,99.853,0,1,79.9265
4358,1724,0,100,0,1,80
4366,1724,0,100,0,1,80
4367,1724,0,100,0,1,80
4375,1724,0,100,0,1,80
4376,1724,0,99.85,0,1,79.925
4384,1724,0,100,0,2,90
4385,1724,0,93.925,0,2,86.9625
4386,1724,0,99.852,0,1,79.926
4388,1724,0,100,0,2,90
4391,1724,0,95.1085,0,2,87.55425
4393,1724,0,99.564,0,1,79.782
4395,1724,0,100,0,1,80
4396,1724,0,100,0,1,80
4397,1724,0,100,0,1,80
4401,1724,0,100,0,1,80
4404,1724,0,100,0,2,90
4405,1724,0,99.855,0,1,79.9275
4407,1724,0,100,0,1,80
4408,1724,0,100,0,1,80
4409,1724,0,100,0,1,80
4411,1724,0,100,0,1,80
4412,1724,0,100,0,1,80
4414,1724,0,100,0,1,80
4417,1724,0,100,0,1,80
4418,1724,0,99.85,0,1,79.925
4422,1724,0,100,0,1,80
4424,1724,0,100,0,1,80
4425,1724,0,100,0,1,80
4426,1724,0,99.855,0,1,79.9275
4427,1724,0,100,0,1,80
4429,1724,0,100,0,1,80
4431,1724,0,100,0,2,90
4432,1724,0,100,0,1,80
4433,1724,0,100,0,1,80
4434,1724,0,100,0,1,80
4440,1724,0,100,0,1,80
4442,1724,0,99.848,0,1,79.924
4443,1724,0,100,0,2,90
4446,1724,0,96.646,0,1,78.323
4450,1724,0,99.854,0,1,79.927
4452,1724,0,100,0,1,80
4457,1724,0,99.855,0,1,79.9275
4467,1724,0,100,0,1,80
4470,1724,0,100,0,1,80
4473,1724,0,100,0,1,80
4477,1724,0,100,0,1,80
4490,1724,0,100,0,1,80
4499,1724,0,94.909,0,2,87.4545
4500,1724,0,100,0,1,80
4501,1724,0,99.565,0,1,79.7825
4503,1724,0,100,0,1,80
4508,1724,0,99.811,0,1,79.9055
4509,1724,0,99.812,0,1,79.906
4510,1724,0,100,0,1,80
4516,1724,0,100,0,1,80
4517,1724,0,100,0,1,80
4521,1724,0,99.85,0,1,79.925
4524,1724,0,99.85,0,1,79.925
4525,1724,0,99.85,0,1,79.925
4527,1724,0,100,0,1,80
4534,1724,0,100,0,1,80
4536,1724,0,100,0,1,80
4537,1724,0,99.85,0,1,79.925
4542,1724,0,100,0,3,100
4543,1724,0,100,0,1,80
4545,1724,0,99.851,0,1,79.9255
4547,1724,0,100,0,1,80
4550,1724,0,100,0,1,80
4551,1724,0,100,0,1,80
4555,1724,0,100,0,2,90
4558,1724,0,100,0,1,80
4559,1724,0,99.545,0,1,79.7725
4561,1724,0,100,0,1,80
4562,1724,0,99.786,0,1,79.893
4564,1724,0,100,0,1,80
4571,1724,0,99.693,0,1,79.8465
4575,1724,0,100,0,1,80
4582,1724,0,100,0,1,80
4584,1724,0,100,0,1,80
4588,1724,0,100,0,1,80
4592,1724,0,100,0,1,80
4593,1724,0,100,0,1,80
4594,1724,0,100,0,1,80
4598,1724,0,99.832,0,1,79.916
4601,1724,0,99.65,0,1,79.825
4602,1724,0,100,0,1,80
4605,1724,0,100,0,1,80
4610,1724,0,100,0,1,80
4611,1724,0,99.7675,0,2,89.88375
4613,1724,0,100,0,1,80
4616,1724,0,99.407,0,1,79.7035
4618,1724,0,100,0,1,80
4622,1724,0,100,0,1,80
4625,1724,0,95.876,0,1,77.938
4627,1724,0,100,0,1,80
4634,1724,0,100,0,1,80
4636,1724,0,99.6185,0,2,89.80925
4645,1724,0,100,0,1,80
4646,1724,0,100,0,1,80
4647,1724,0,94.35,0,3,97.175
4651,1724,0,94.882,0,1,77.441
4652,1724,0,100,0,1,80
4656,1724,0,100,0,1,80
4664,1724,0,100,0,1,80
4667,1724,0,99.711,0,1,79.8555
4672,1724,0,100,0,1,80
4673,1724,0,100,0,2,90
4682,1724,0,100,0,1,80
4683,1724,0,100,0,3,100
4686,1724,0,100,0,1,80
4691,1724,0,100,0,1,80
4695,1724,0,100,0,1,80
4696,1724,0,100,0,1,80
4699,1724,0,99.841,0,1,79.9205
4702,1724,0,100,0,1,80
4705,1724,0,100,0,1,80
4706,1724,0,100,0,1,80
4708,1724,0,100,0,1,80
4712,1724,0,100,0,1,80
4713,1724,0,100,0,1,80
4722,1724,0,99.851,0,1,79.9255
4723,1724,0,100,0,1,80
4725,1724,0,92.437,0,1,76.2185
4726,1724,0,100,0,1,80
4728,1724,0,100,0,1,80
4732,1724,0,98.958,0,1,79.479
4734,1724,0,92.188,0,1,76.094
4736,1724,0,100,0,1,80
4738,1724,0,100,0,3,100
4741,1724,0,100,0,1,80
4743,1724,0,100,0,1,80
4745,1724,0,100,0,1,80
4746,1724,0,100,0,1,80
4747,1724,0,100,0,1,80
4748,1724,0,99.773,0,1,79.8865
4749,1724,0,100,0,1,80
4753,1724,0,100,0,1,80
4759,1724,0,100,0,1,80
4760,1724,0,100,0,1,80
4764,1724,0,99.848,0,1,79.924
4765,1724,0,100,0,1,80
4766,1724,0,100,0,1,80
4773,1724,0,100,0,1,80
4775,1724,0,99.005,0,1,79.5025
4778,1724,0,99.511,0,1,79.7555
4781,1724,0,100,0,1,80
4785,1724,0,100,0,1,80
4786,1724,0,99.682,0,1,79.841
4793,1724,0,100,0,1,80
4795,1724,0,100,0,1,80
4798,1724,0,100,0,1,80
4799,1724,0,99.852,0,1,79.926
4802,1724,0,100,0,1,80
4811,1724,0,100,0,1,80
4813,1724,0,100,0,1,80
4815,1724,0,100,0,1,80
4816,1724,0,100,0,1,80
4818,1724,0,100,0,1,80
4819,1724,0,100,0,1,80
4822,1724,0,99.705,0,1,79.8525
4823,1724,0,100,0,1,80
4825,1724,0,99.709,0,1,79.8545
4829,1724,0,100,0,1,80
4831,1724,0,100,0,1,80
4832,1724,0,100,0,1,80
4837,1724,0,97.8835,0,2,88.94175
4845,1724,0,100,0,1,80
4851,1724,0,100,0,1,80
4852,1724,0,100,0,1,80
4853,1724,0,100,0,1,80
4857,1724,0,100,0,1,80
4859,1724,0,100,0,3,100
4862,1724,0,94.909,0,2,87.4545
4864,1724,0,100,0,1,80
4865,1724,0,99.699,0,1,79.8495
4866,1724,0,100,0,1,80
4873,1724,0,100,0,1,80
4877,1724,0,100,0,1,80
4885,1724,0,100,0,1,80
4887,1724,0,100,0,1,80
4888,1724,0,100,0,2,90
4889,1724,0,100,0,1,80
4891,1724,0,93.925,0,2,86.9625
4896,1724,0,99.858,0,1,79.929
