seqno,configno,distance,medianpercid,medianeval,hits,fitnessScore
4898,1724,0,100,0,1,80
4903,1724,0,100,0,1,80
4905,1724,0,100,0,1,80
4908,1724,0,100,0,1,80
4914,1724,0,100,0,1,80
4917,1724,0,94.834,0,2,87.417
4919,1724,0,100,0,1,80
4922,1724,0,99.802,0,1,79.901
4925,1724,0,94.6155,0,2,87.30775
4929,1724,0,100,0,1,80
4931,1724,0,99.536,0,1,79.768
4937,1724,0,100,0,1,80
4940,1724,0,98.889,0,3,99.4445
4947,1724,0,93.684,0,1,76.842
4957,1724,0,99.852,0,1,79.926
4958,1724,0,100,0,1,80
4961,1724,0,100,0,1,80
4962,1724,0,92.704,0,1,76.352
4964,1724,0,100,0,1,80
4969,1724,0,99.701,0,1,79.8505
4970,1724,0,100,0,1,80
4973,1724,0,100,0,1,80
4974,1724,0,99.85,0,1,79.925
4982,1724,0,100,0,1,80
4986,1724,0,100,0,1,80
4989,1724,0,100,0,1,80
4996,1724,0,100,0,1,80
4997,1724,0,100,0,1,80
5003,1724,0,95.536,0,1,77.768
5004,1724,0,98.451,0,1,79.2255
5010,1724,0,100,0,1,80
5012,1724,0,100,0,1,80
5015,1724,0,100,0,1,80
5017,1724,0,100,0,1,80
5022,1724,0,100,0,1,80
5025,1724,0,100,0,1,80
5026,1724,0,100,0,1,80
5033,1724,0,99.02,0,1,79.51
5034,1724,0,100,0,1,80
5036,1724,0,100,0,1,80
5040,1724,0,100,0,2,90
5041,1724,0,97.8835,0,2,88.94175
5042,1724,0,100,0,1,80
5043,1724,0,99.852,0,1,79.926
5045,1724,0,100,0,1,80
5046,1724,0,100,0,1,80
5051,1724,0,100,0,1,80
5055,1724,0,100,0,1,80
5057,1724,0,100,0,1,80
5059,1724,0,100,0,1,80
5060,1724,0,100,0,1,80
5062,1724,0,100,0,1,80
5069,1724,0,94.245,0,1,77.1225
5072,1724,0,100,0,1,80
5073,1724,0,99.558,0,1,79.779
5074,1724,0,100,0,1,80
5078,1724,0,100,0,1,80
5079,1724,0,100,0,1,80
5084,1724,0,100,0,1,80
5085,1724,0,100,0,1,80
5086,1724,0,99.699,0,1,79.8495
5088,1724,0,100,0,1,80
5090,1724,0,99.808,0,1,79.904
5093,1724,0,100,0,1,80
5100,1724,0,100,0,3,100
5101,1724,0,99.425,0,1,79.7125
5104,1724,0,100,0,1,80
5106,1724,0,99.857,0,1,79.9285
5108,1724,0,100,0,1,80
5109,1724,0,100,0,1,80
5121,1724,0,100,0,1,80
5126,1724,0,100,0,1,80
5128,1724,0,100,0,1,80
5130,1724,0,100,0,1,80
5132,1724,0,100,0,1,80
5135,1724,0,100,0,1,80
5136,1724,0,100,0,3,100
5142,1724,0,100,0,1,80
5143,1724,0,100,0,1,80
5147,1724,0,100,0,1,80
5155,1724,0,100,0,1,80
5158,1724,0,100,0,1,80
5162,1724,0,100,0,2,90
5163,1724,0,100,0,1,80
5168,1724,0,100,0,1,80
5169,1724,0,100,0,1,80
5171,1724,0,98.684,0,1,79.342
5172,1724,0,100,0,1,80
5174,1724,0,97.647,0,1,78.8235
5182,1724,0,100,0,1,80
5183,1724,0,99.848,0,1,79.924
5184,1724,0,99.839,0,1,79.9195
5185,1724,0,100,0,1,80
5187,1724,0,100,0,1,80
5188,1724,0,99.526,0,1,79.763
5190,1724,0,100,0,1,80
5191,1724,0,100,0,1,80
5195,1724,0,94.34,0,6,127.17
5196,1724,0,100,0,1,80
5199,1724,0,100,0,1,80
5200,1724,0,100,0,1,80
5202,1724,0,100,0,1,80
5203,1724,0,96.308,0,1,78.154
5206,1724,0,100,0,1,80
5212,1724,0,97.059,0,1,78.5295
5216,1724,0,100,0,1,80
5221,1724,0,98.605,0,1,79.3025
5222,1724,0,98.54,0,1,79.27
5225,1724,0,100,0,1,80
5226,1724,0,100,0,1,80
5228,1724,0,100,0,1,80
5233,1724,0,100,0,1,80
5235,1724,0,99.844,0,1,79.922
5237,1724,0,100,0,2,90
5238,1724,0,100,0,1,80
5240,1724,0,100,0,1,80
5241,1724,0,100,0,1,80
5246,1724,0,100,0,3,100
5247,1724,0,100,0,1,80
5251,1724,0,100,0,1,80
5254,1724,0,100,0,1,80
5256,1724,0,99.828,0,1,79.914
5258,1724,0,100,0,1,80
5259,1724,0,99.554,0,1,79.777
5274,1724,0,100,0,1,80
5284,1724,0,99.4645,0,2,89.73225
5286,1724,0,99.2,0,2,89.6
5287,1724,0,99.154,0,1,79.577
5293,1724,0,100,0,1,80
5295,1724,0,100,0,1,80
5297,1724,0,100,0,1,80
5298,1724,0,100,0,1,80
5300,1724,0,100,0,1,80
5302,1724,0,99.566,0,1,79.783
5303,1724,0,99.847,0,1,79.9235
5307,1724,0,100,0,2,90
5312,1724,0,99.656,0,1,79.828
5316,1724,0,99.145,0,1,79.5725
5318,1724,0,99.716,0,1,79.858
5319,1724,0,100,0,1,80
5323,1724,0,100,0,1,80
5329,1724,0,100,0,1,80
5330,1724,0,100,0,1,80
5333,1724,0,100,0,1,80
5334,1724,0,100,0,1,80
5336,1724,0,100,0,1,80
5338,1724,0,99.808,0,1,79.904
5339,1724,0,100,0,1,80
5340,1724,0,100,0,1,80
5342,1724,0,100,0,1,80
5343,1724,0,99.292,0,1,79.646
5344,1724,0,100,0,2,90
5348,1724,0,100,0,1,80
5349,1724,0,99.845,0,1,79.9225
5351,1724,0,100,0,1,80
5353,1724,0,100,0,1,80
5354,1724,0,100,0,1,80
5355,1724,0,100,0,1,80
5356,1724,0,90.458,0,3,95.229
5359,1724,0,99.848,0,1,79.924
5369,1724,0,100,0,1,80
5372,1724,0,100,0,1,80
5380,1724,0,91.753,0,1,75.8765
5384,1724,0,100,0,1,80
5385,1724,0,100,0,1,80
5398,1724,0,100,0,1,80
5399,1724,0,100,0,1,80
5402,1724,0,100,0,1,80
5403,1724,0,100,0,1,80
5408,1724,0,95.7865,0,2,87.89325
5409,1724,0,100,0,1,80
5410,1724,0,100,0,1,80
5412,1724,0,99.698,0,1,79.849
5414,1724,0,100,0,1,80
5416,1724,0,100,0,2,90
5419,1724,0,100,0,1,80
5421,1724,0,100,0,1,80
5428,1724,0,100,0,1,80
5434,1724,0,99.17,0,1,79.585
5440,1724,0,99.848,0,1,79.924
5443,1724,0,99.848,0,1,79.924
5449,1724,0,100,0,1,80
5450,1724,0,100,0,1,80
5454,1724,0,99.808,0,1,79.904
5458,1724,0,100,0,1,80
5460,1724,0,100,0,1,80
5461,1724,0,95.7865,0,2,87.89325
5462,1724,0,100,0,1,80
5464,1724,0,100,0,3,100
5467,1724,0,100,0,1,80
5470,1724,0,99.855,0,1,79.9275
5475,1724,0,99.543,0,1,79.7715
5479,1724,0,100,0,1,80
5480,1724,0,99.7725,0,2,89.88625
5485,1724,0,100,0,1,80
5488,1724,0,100,0,2,90
5492,1724,0,100,0,1,80
5496,1724,0,100,0,1,80
5498,1724,0,100,0,1,80
5499,1724,0,100,0,1,80
5500,1724,0,100,0,1,80
5501,1724,0,100,0,1,80
5503,1724,0,99.849,0,1,79.9245
5512,1724,0,99.811,0,1,79.9055
5513,1724,0,100,0,1,80
5516,1724,0,99.851,0,1,79.9255
5517,1724,0,100,0,1,80
5520,1724,0,99.846,0,1,79.923
5527,1724,0,100,0,1,80
5528,1724,0,100,0,1,80
5532,1724,0,100,0,1,80
5535,1724,0,99.709,0,1,79.8545
5536,1724,0,100,0,1,80
5538,1724,0,100,0,1,80
5541,1724,0,100,0,1,80
5544,1724,0,100,0,1,80
5545,1724,0,100,0,1,80
5547,1724,0,100,0,1,80
5548,1724,0,99.855,0,1,79.9275
5550,1724,0,100,0,1,80
5552,1724,0,100,0,1,80
5553,1724,0,100,0,1,80
5557,1724,0,100,0,1,80
5559,1724,0,100,0,1,80
5562,1724,0,100,0,2,90
5563,1724,0,100,0,1,80
5564,1724,0,100,0,1,80
5565,1724,0,100,0,1,80
5569,1724,0,100,0,1,80
5571,1724,0,100,0,1,80
5572,1724,0,100,0,1,80
5573,1724,0,100,0,1,80
5574,1724,0,99.847,0,1,79.9235
5576,1724,0,100,0,1,80
5583,1724,0,99.836,0,1,79.918
5584,1724,0,99.8435,0,2,89.92175
5591,1724,0,100,0,1,80
5594,1724,0,99.561,0,1,79.7805
5596,1724,0,94.909,0,2,87.4545
5597,1724,0,100,0,1,80
5604,1724,0,94.834,0,2,87.417
5605,1724,0,100,0,1,80
5606,1724,0,100,0,1,80
5607,1724,0,100,0,1,80
5609,1724,0,100,0,1,80
5610,1724,0,100,0,1,80
5613,1724,0,100,0,1,80
5614,1724,0,97.713,0,1,78.8565
5616,1724,0,100,0,1,80
5618,1724,0,100,0,1,80
5619,1724,0,100,0,1,80
5620,1724,0,100,0,1,80
5621,1724,0,100,0,1,80
5624,1724,0,99.843,0,1,79.9215
5627,1724,0,100,0,1,80
5628,1724,0,100,0,3,100
5629,1724,0,100,0,1,80
5634,1724,0,100,0,1,80
5635,1724,0,100,0,1,80
5637,1724,0,100,0,1,80
5638,1724,0,97.034,0,1,78.517
5640,1724,0,100,0,1,80
5647,1724,0,94.34,0,6,127.17
5650,1724,0,94.86,0,1,77.43
5652,1724,0,100,0,1,80
5654,1724,0,99.841,0,1,79.9205
5656,1724,0,100,0,1,80
5667,1724,0,100,0,1,80
5671,1724,0,100,0,2,90
5672,1724,0,100,0,1,80
5673,1724,0,100,0,1,80
5676,1724,0,100,0,1,80
5678,1724,0,100,0,1,80
5679,1724,0,97.8835,0,2,88.94175
5680,1724,0,99.832,0,1,79.916
5682,1724,0,100,0,1,80
5687,1724,0,97.115,0,1,78.5575
5688,1724,0,99.707,0,1,79.8535
5690,1724,0,100,0,1,80
5693,1724,0,91.327,0,1,75.6635
5695,1724,0,100,0,1,80
5696,1724,0,100,0,1,80
5702,1724,0,99.845,0,1,79.9225
5704,1724,0,100,0,1,80
5705,1724,0,99.413,0,1,79.7065
5707,1724,0,100,0,1,80
5708,1724,0,100,0,1,80
5710,1724,0,100,0,1,80
5711,1724,0,100,0,1,80
5713,1724,0,100,0,1,80
5717,1724,0,94.909,0,2,87.4545
5720,1724,0,100,0,1,80
5722,1724,0,100,0,1,80
5723,1724,0,100,0,1,80
5724,1724,0,100,0,1,80
5733,1724,0,100,0,1,80
5735,1724,0,99.369,0,1,79.6845
5739,1724,0,100,0,1,80
5740,1724,0,99.775,0,1,79.8875
5742,1724,0,100,0,1,80
5749,1724,0,100,0,1,80
5763,1724,0,100,0,1,80
5766,1724,0,99.342,0,1,79.671
5767,1724,0,100,0,1,80
5777,1724,0,100,0,1,80
5780,1724,0,97.638,0,1,78.819
5783,1724,0,93.956,0,1,76.978
5785,1724,0,97.8835,0,2,88.94175
5786,1724,0,97.194,0,1,78.597
5792,1724,0,100,0,1,80
5796,1724,0,100,0,1,80
5797,1724,0,100,0,1,80
5800,1724,0,99.85,0,1,79.925
5803,1724,0,100,0,1,80
5807,1724,0,100,0,1,80
5812,1724,0,100,0,1,80
5813,1724,0,100,0,1,80
5814,1724,0,100,0,1,80
5815,1724,0,100,0,1,80
5816,1724,0,100,0,3,100
5828,1724,0,100,0,1,80
5829,1724,0,93.925,0,2,86.9625
5830,1724,0,99.851,0,1,79.9255
5834,1724,0,94.444,0,1,77.222
5835,1724,0,100,0,1,80
5838,1724,0,100,0,1,80
5840,1724,0,100,0,1,80
5843,1724,0,100,0,1,80
5846,1724,0,100,0,1,80
5855,1724,0,100,0,1,80
5859,1724,0,100,0,1,80
5860,1724,0,100,0,1,80
5869,1724,0,100,0,1,80
5880,1724,0,100,0,1,80
5890,1724,0,100,0,1,80
5891,1724,0,99.853,0,1,79.9265
5895,1724,0,94.34,0,6,127.17
5897,1724,0,100,0,1,80
5898,1724,0,100,0,1,80
5903,1724,0,100,0,1,80
5906,1724,0,97.921,0,1,78.9605
5917,1724,0,100,0,1,80
5918,1724,0,97.149,0,1,78.5745
5920,1724,0,97.8835,0,2,88.94175
5924,1724,0,96.19,0,1,78.095
5925,1724,0,99.843,0,1,79.9215
5929,1724,0,99.849,0,1,79.9245
5930,1724,0,100,0,1,80
5934,1724,0,100,0,1,80
5942,1724,0,100,0,1,80
5947,1724,0,94.909,0,2,87.4545
5950,1724,0,100,0,3,100
5951,1724,0,99.851,0,1,79.9255
5953,1724,0,100,0,1,80
5955,1724,0,100,0,1,80
5956,1724,0,92.715,0,1,76.3575
5959,1724,0,100,0,2,90
5962,1724,0,100,0,1,80
5965,1724,0,100,0,1,80
5967,1724,0,99.85,0,1,79.925
5968,1724,0,100,0,1,80
5975,1724,0,100,0,1,80
5977,1724,0,99.85,0,1,79.925
5984,1724,0,100,0,1,80
5986,1724,0,99.502,0,1,79.751
5993,1724,0,99.851,0,1,79.9255
5994,1724,0,99.466,0,2,89.733
5997,1724,0,100,0,1,80
5998,1724,0,100,0,1,80
5999,1724,0,100,0,1,80
6000,1724,0,100,0,1,80
6001,1724,0,99.811,0,1,79.9055
6004,1724,0,99.833,0,1,79.9165
6006,1724,0,100,0,1,80
6008,1724,0,100,0,1,80
6010,1724,0,100,0,1,80
6016,1724,0,100,0,1,80
6023,1724,0,100,0,1,80
6024,1724,0,100,0,1,80
6027,1724,0,100,0,1,80
6029,1724,0,100,0,1,80
6030,1724,0,99.6065,0,2,89.80325
6032,1724,0,100,0,1,80
6038,1724,0,100,0,1,80
6039,1724,0,99.412,0,1,79.706
6041,1724,0,100,0,1,80
6043,1724,0,100,0,1,80
6046,1724,0,100,0,2,90
6048,1724,0,100,0,1,80
6049,1724,0,100,0,1,80
6050,1724,0,100,0,1,80
6051,1724,0,100,0,1,80
6058,1724,0,100,0,1,80
6059,1724,0,100,0,1,80
6061,1724,0,100,0,1,80
6062,1724,0,100,0,1,80
6064,1724,0,100,0,1,80
6065,1724,0,100,0,1,80
6069,1724,0,98.279,0,1,79.1395
6073,1724,0,100,0,1,80
6075,1724,0,100,0,1,80
6077,1724,0,98.601,0,1,79.3005
6081,1724,0,99.854,0,1,79.927
6082,1724,0,100,0,1,80
6083,1724,0,100,0,1,80
6086,1724,0,100,0,1,80
6094,1724,0,100,0,1,80
6095,1724,0,100,0,1,80
6096,1724,0,99.708,0,1,79.854
6101,1724,0,100,0,1,80
6105,1724,0,100,0,1,80
6106,1724,0,100,0,1,80
6107,1724,0,100,0,1,80
6109,1724,0,100,0,2,90
6114,1724,0,99.575,0,1,79.7875
6116,1724,0,100,0,1,80
6128,1724,0,100,0,1,80
6131,1724,0,99.704,0,1,79.852
6132,1724,0,100,0,1,80
6133,1724,0,100,0,1,80
6134,1724,0,100,0,1,80
6138,1724,0,100,0,1,80
6139,1724,0,100,0,1,80
6140,1724,0,100,0,1,80
6142,1724,0,100,0,1,80
6148,1724,0,99.853,0,1,79.9265
6150,1724,0,100,0,1,80
6153,1724,0,100,0,2,90
6156,1724,0,100,0,1,80
6160,1724,0,99.013,0,1,79.5065
6162,1724,0,99.6285,0,2,89.81425
6166,1724,0,89.922,0,1,74.961
6169,1724,0,100,0,1,80
6171,1724,0,100,0,1,80
6173,1724,0,100,0,1,80
6174,1724,0,100,0,1,80
6175,1724,0,100,0,1,80
6176,1724,0,100,0,3,100
6179,1724,0,100,0,1,80
6182,1724,0,100,0,1,80
6183,1724,0,99.559,0,1,79.7795
6186,1724,0,99.27,0,1,79.635
6187,1724,0,100,0,1,80
6190,1724,0,100,0,1,80
6194,1724,0,100,0,1,80
6196,1724,0,97.854,0,1,78.927
6202,1724,0,99.575,0,1,79.7875
6203,1724,0,100,0,1,80
6206,1724,0,100,0,1,80
6210,1724,0,100,0,1,80
6215,1724,0,100,0,1,80
6217,1724,0,100,0,1,80
6221,1724,0,99.277,0,1,79.6385
6224,1724,0,100,0,1,80
6225,1724,0,100,0,1,80
6227,1724,0,99.424,0,1,79.712
6236,1724,0,100,0,1,80
6240,1724,0,100,0,1,80
6241,1724,0,100,0,1,80
6244,1724,0,100,0,1,80
6246,1724,0,100,0,1,80
6248,1724,0,99.344,0,1,79.672
6254,1724,0,100,0,2,90
6256,1724,0,99.701,0,1,79.8505
6257,1724,0,100,0,1,80
6260,1724,0,99.824,0,1,79.912
6267,1724,0,100,0,1,80
6271,1724,0,100,0,2,90
6273,1724,0,99.855,0,1,79.9275
6274,1724,0,100,0,1,80
6275,1724,0,100,0,1,80
6279,1724,0,99.765,0,1,79.8825
6280,1724,0,100,0,1,80
6292,1724,0,100,0,1,80
6296,1724,0,100,0,1,80
6298,1724,0,97.674,0,1,78.837
6299,1724,0,99.845,0,1,79.9225
6304,1724,0,100,0,1,80
6305,1724,0,99.368,0,1,79.684
6309,1724,0,89.189,0,1,74.5945
6311,1724,0,99.842,0,1,79.921
6312,1724,0,100,0,1,80
6316,1724,0,100,0,1,80
6322,1724,0,95.652,0,1,77.826
6325,1724,0,100,0,1,80
6326,1724,0,100,0,1,80
6327,1724,0,94.18,0,1,77.09
6329,1724,0,100,0,1,80
6330,1724,0,100,0,2,90
6332,1724,0,100,0,1,80
6333,1724,0,100,0,1,80
6334,1724,0,100,0,1,80
6335,1724,0,100,0,1,80
6341,1724,0,99.686,0,1,79.843
6342,1724,0,99.844,0,1,79.922
6343,1724,0,100,0,1,80
6344,1724,0,99.345,0,2,89.6725
6356,1724,0,100,0,1,80
6357,1724,0,100,0,1,80
6358,1724,0,100,0,2,90
6359,1724,0,100,0,2,90
6360,1724,0,100,0,1,80
6365,1724,0,100,0,1,80
6367,1724,0,100,0,1,80
6368,1724,0,100,0,1,80
6369,1724,0,99.689,0,1,79.8445
6371,1724,0,100,0,1,80
6372,1724,0,100,0,1,80
6373,1724,0,98.881,0,1,79.4405
6374,1724,0,100,0,1,80
6375,1724,0,100,0,3,100
6377,1724,0,100,0,1,80
6379,1724,0,100,0,1,80
6380,1724,0,100,0,1,80
6392,1724,0,100,0,2,90
6393,1724,0,100,0,1,80
6399,1724,0,100,0,1,80
6402,1724,0,100,0,1,80
6404,1724,0,100,0,2,90
6405,1724,0,100,0,1,80
6408,1724,0,100,0,1,80
6410,1724,0,99.846,0,1,79.923
6412,1724,0,99.692,0,1,79.846
6415,1724,0,97.05,0,1,78.525
6417,1724,0,99.688,0,1,79.844
6418,1724,0,100,0,1,80
6419,1724,0,100,0,1,80
6420,1724,0,100,0,1,80
6423,1724,0,100,0,1,80
6425,1724,0,100,0,1,80
6429,1724,0,100,0,1,80
6430,1724,0,100,0,1,80
6433,1724,0,99.536,0,1,79.768
6436,1724,0,99.518,0,1,79.759
6439,1724,0,99.832,0,1,79.916
6440,1724,0,100,0,1,80
6450,1724,0,100,0,1,80
6452,1724,0,100,0,1,80
6453,1724,0,100,0,1,80
6455,1724,0,100,0,1,80
6456,1724,0,98.089,0,1,79.0445
6463,1724,0,100,0,1,80
6465,1724,0,100,0,1,80
6474,1724,0,100,0,1,80
6480,1724,0,99.091,0,1,79.5455
6482,1724,0,100,0,1,80
6485,1724,0,95.833,0,1,77.9165
6491,1724,0,100,0,1,80
6496,1724,0,100,0,1,80
6514,1724,0,99.687,0,1,79.8435
6518,1724,0,99.853,0,1,79.9265
6521,1724,0,99.419,0,1,79.7095
6522,1724,0,100,0,1,80
6523,1724,0,100,0,1,80
6524,1724,0,100,0,1,80
6527,1724,0,100,0,1,80
6533,1724,0,100,0,1,80
6534,1724,0,100,0,1,80
6538,1724,0,100,0,1,80
6541,1724,0,100,0,1,80
6543,1724,0,100,0,1,80
6544,1724,0,100,0,1,80
6547,1724,0,100,0,1,80
6548,1724,0,100,0,1,80
6554,1724,0,100,0,2,90
6560,1724,0,100,0,1,80
6569,1724,0,100,0,1,80
6570,1724,0,100,0,1,80
6574,1724,0,96.023,0,1,78.0115
6581,1724,0,100,0,1,80
6586,1724,0,100,0,1,80
6588,1724,0,100,0,1,80
6593,1724,0,100,0,1,80
6594,1724,0,100,0,1,80
6595,1724,0,100,0,1,80
6597,1724,0,100,0,1,80
6600,1724,0,100,0,1,80
6601,1724,0,100,0,1,80
6602,1724,0,100,0,1,80
6603,1724,0,96.887,0,1,78.4435
6604,1724,0,100,0,1,80
6607,1724,0,100,0,1,80
6608,1724,0,99.857,0,1,79.9285
6610,1724,0,100,0,1,80
6613,1724,0,100,0,2,90
6615,1724,0,99.713,0,1,79.8565
6618,1724,0,100,0,2,90
6623,1724,0,100,0,1,80
6624,1724,0,100,0,1,80
6626,1724,0,100,0,1,80
6628,1724,0,100,0,1,80
6633,1724,0,100,0,1,80
6634,1724,0,100,0,1,80
6639,1724,0,100,0,1,80
6641,1724,0,100,0,1,80
6642,1724,0,100,0,1,80
6644,1724,0,94.118,0,1,77.059
6645,1724,0,100,0,1,80
6659,1724,0,100,0,1,80
6660,1724,0,100,0,1,80
6667,1724,0,100,0,1,80
6669,1724,0,93.925,0,2,86.9625
6670,1724,0,100,0,3,100
6671,1724,0,99.769,0,2,89.8845
6675,1724,0,99.755,0,1,79.8775
6677,1724,0,99.854,0,1,79.927
6679,1724,0,100,0,3,100
6684,1724,0,99.553,0,1,79.7765
6685,1724,0,100,0,1,80
6686,1724,0,100,0,1,80
6697,1724,0,100,0,1,80
6701,1724,0,100,0,1,80
6703,1724,0,99.561,0,1,79.7805
6717,1724,0,100,0,1,80
6720,1724,0,100,0,1,80
6724,1724,0,99.555,0,1,79.7775
6725,1724,0,100,0,1,80
6727,1724,0,97.8835,0,2,88.94175
6734,1724,0,100,0,1,80
6736,1724,0,99.558,0,1,79.779
6741,1724,0,100,0,1,80
6742,1724,0,100,0,1,80
6745,1724,0,100,0,1,80
6752,1724,0,94.34,0,6,127.17
6754,1724,0,100,0,1,80
6755,1724,0,100,0,2,90
6757,1724,0,100,0,2,90
6760,1724,0,100,0,2,90
6763,1724,0,98.952,0,1,79.476
6764,1724,0,94.34,0,6,127.17
6772,1724,0,98.81,0,1,79.405
6774,1724,0,100,0,1,80
6780,1724,0,93.22,0,1,76.61
6782,1724,0,100,0,1,80
6784,1724,0,100,0,1,80
6785,1724,0,100,0,1,80
6788,1724,0,99.538,0,1,79.769
6789,1724,0,100,0,1,80
6793,1724,0,100,0,1,80
6798,1724,0,100,0,1,80
6800,1724,0,100,0,1,80
6802,1724,0,100,0,1,80
6807,1724,0,100,0,1,80
6809,1724,0,100,0,1,80
6816,1724,0,100,0,1,80
6822,1724,0,100,0,1,80
6824,1724,0,100,0,1,80
6830,1724,0,100,0,1,80
6837,1724,0,100,0,1,80
6838,1724,0,100,0,1,80
6839,1724,0,99.824,0,1,79.912
6841,1724,0,100,0,1,80
6842,1724,0,100,0,1,80
6847,1724,0,99.851,0,1,79.9255
6850,1724,0,100,0,1,80
6851,1724,0,100,0,1,80
6856,1724,0,99.848,0,1,79.924
6857,1724,0,99.735,0,1,79.8675
6860,1724,0,98.305,0,1,79.1525
6863,1724,0,97.8835,0,2,88.94175
6865,1724,0,100,0,1,80
6870,1724,0,94.919,0,1,77.4595
6871,1724,0,100,0,1,80
6875,1724,0,100,0,1,80
6877,1724,0,100,0,1,80
6878,1724,0,100,0,1,80
6880,1724,0,100,0,1,80
6881,1724,0,100,0,1,80
6884,1724,0,99.767,0,2,89.8835
6885,1724,0,100,0,1,80
6888,1724,0,98.381,0,1,79.1905
6890,1724,0,100,0,1,80
6892,1724,0,100,0,1,80
6893,1724,0,98.611,0,1,79.3055
6894,1724,0,100,0,1,80
6896,1724,0,94.037,0,1,77.0185
6898,1724,0,100,0,1,80
6901,1724,0,100,0,1,80
6904,1724,0,92.381,0,1,76.1905
6912,1724,0,100,0,1,80
6915,1724,0,99.848,0,1,79.924
6917,1724,0,100,0,1,80
6918,1724,0,100,0,1,80
6920,1724,0,100,0,1,80
6922,1724,0,100,0,1,80
6923,1724,0,100,0,1,80
6926,1724,0,100,0,1,80
6927,1724,0,100,0,1,80
6930,1724,0,100,0,1,80
6931,1724,0,98.817,0,1,79.4085
6943,1724,0,99.383,0,1,79.6915
6945,1724,0,100,0,1,80
6946,1724,0,100,0,1,80
6952,1724,0,100,0,2,90
6953,1724,0,99.849,0,1,79.9245
6957,1724,0,97.8835,0,2,88.94175
6958,1724,0,99.849,0,1,79.9245
6960,1724,0,100,0,1,80
6961,1724,0,100,0,1,80
6963,1724,0,94.231,0,1,77.1155
6966,1724,0,100,0,1,80
6967,1724,0,100,0,1,80
6969,1724,0,100,0,1,80
6972,1724,0,100,0,1,80
6976,1724,0,99.852,0,1,79.926
6977,1724,0,100,0,1,80
6978,1724,0,100,0,1,80
6980,1724,0,100,0,1,80
6981,1724,0,100,0,1,80
6983,1724,0,100,0,1,80
6986,1724,0,100,0,1,80
6988,1724,0,100,0,1,80
6990,1724,0,100,0,1,80
6991,1724,0,100,0,1,80
6993,1724,0,94.35,0,3,97.175
6995,1724,0,93.75,0,1,76.875
6997,1724,0,100,0,1,80
7002,1724,0,100,0,1,80
7004,1724,0,100,0,1,80
7007,1724,0,100,0,1,80
7012,1724,0,100,0,1,80
7013,1724,0,100,0,1,80
7014,1724,0,99.707,0,1,79.8535
7017,1724,0,100,0,1,80
7019,1724,0,100,0,1,80
7021,1724,0,100,0,1,80
7023,1724,0,100,0,1,80
7028,1724,0,100,0,1,80
7029,1724,0,99.29,0,1,79.645
7032,1724,0,100,0,3,100
7033,1724,0,100,0,1,80
7036,1724,0,100,0,1,80
7041,1724,0,100,0,1,80
7042,1724,0,100,0,1,80
7043,1724,0,100,0,1,80
7047,1724,0,100,0,2,90
7048,1724,0,98.047,0,1,79.0235
7050,1724,0,100,0,1,80
7059,1724,0,99.851,0,1,79.9255
7060,1724,0,100,0,1,80
7063,1724,0,100,0,1,80
7064,1724,0,95.455,0,1,77.7275
7065,1724,0,100,0,1,80
7067,1724,0,100,0,1,80
7068,1724,0,100,0,1,80
7069,1724,0,99.671,0,1,79.8355
7076,1724,0,94.909,0,2,87.4545
7081,1724,0,100,0,1,80
7082,1724,0,100,0,1,80
7083,1724,0,99.265,0,1,79.6325
7084,1724,0,99.845,0,1,79.9225
7088,1724,0,99.563,0,1,79.7815
7092,1724,0,100,0,1,80
7097,1724,0,100,0,1,80
7101,1724,0,100,0,1,80
7103,1724,0,100,0,2,90
7106,1724,0,99.824,0,1,79.912
7109,1724,0,100,0,1,80
7111,1724,0,97.8835,0,2,88.94175
7119,1724,0,99.844,0,1,79.922
7122,1724,0,99.847,0,1,79.9235
7123,1724,0,100,0,1,80
7124,1724,0,100,0,1,80
7128,1724,0,100,0,1,80
7129,1724,0,100,0,1,80
7132,1724,0,100,0,1,80
7133,1724,0,100,0,1,80
7136,1724,0,100,0,1,80
7139,1724,0,100,0,1,80
7147,1724,0,100,0,1,80
7148,1724,0,100,0,1,80
7149,1724,0,100,0,1,80
7152,1724,0,99.42,0,1,79.71
7156,1724,0,100,0,1,80
7157,1724,0,100,0,1,80
7158,1724,0,99.849,0,1,79.9245
7159,1724,0,98.818,0,1,79.409
7160,1724,0,100,0,1,80
7163,1724,0,100,0,1,80
7164,1724,0,100,0,1,80
7168,1724,0,97.8835,0,2,88.94175
7170,1724,0,99.76,0,1,79.88
7174,1724,0,99.853,0,1,79.9265
7175,1724,0,99.846,0,1,79.923
7176,1724,0,100,0,1,80
7183,1724,0,100,0,1,80
7187,1724,0,100,0,1,80
7189,1724,0,99.42,0,1,79.71
7191,1724,0,99.563,0,1,79.7815
7196,1724,0,100,0,1,80
7198,1724,0,100,0,2,90
7199,1724,0,100,0,1,80
7201,1724,0,100,0,1,80
7204,1724,0,100,0,2,90
7205,1724,0,100,0,1,80
7207,1724,0,100,0,1,80
7208,1724,0,100,0,1,80
7211,1724,0,100,0,1,80
7212,1724,0,100,0,1,80
7213,1724,0,99.563,0,1,79.7815
7217,1724,0,100,0,1,80
7219,1724,0,100,0,1,80
7222,1724,0,100,0,1,80
7223,1724,0,94.34,0,6,127.17
7227,1724,0,94.845,0,1,77.4225
7228,1724,0,94.909,0,2,87.4545
