configno,dust,lcase_masking,soft_masking,ungapped,xdrop_gap,xdrop_gap_final,xdrop_ungap
974,yes,FALSE,FALSE,FALSE,30,100,20
975,yes,FALSE,FALSE,FALSE,30,100,100
976,yes,FALSE,FALSE,FALSE,100,0,0
977,yes,FALSE,FALSE,FALSE,100,0,0.1
978,yes,FALSE,FALSE,FALSE,100,0,0.5
979,yes,FALSE,FALSE,FALSE,100,0,20
980,yes,FALSE,FALSE,FALSE,100,0,100
981,yes,FALSE,FALSE,FALSE,100,0.1,0
982,yes,FALSE,FALSE,FALSE,100,0.1,0.1
983,yes,FALSE,FALSE,FALSE,100,0.1,0.5
984,yes,FALSE,FALSE,FALSE,100,0.1,20
985,yes,FALSE,FALSE,FALSE,100,0.1,100
986,yes,FALSE,FALSE,FALSE,100,0.5,0
987,yes,FALSE,FALSE,FALSE,100,0.5,0.1
988,yes,FALSE,FALSE,FALSE,100,0.5,0.5
989,yes,FALSE,FALSE,FALSE,100,0.5,20
990,yes,FALSE,FALSE,FALSE,100,0.5,100
991,yes,FALSE,FALSE,FALSE,100,10,0
992,yes,FALSE,FALSE,FALSE,100,10,0.1
993,yes,FALSE,FALSE,FALSE,100,10,0.5
994,yes,FALSE,FALSE,FALSE,100,10,20
995,yes,FALSE,FALSE,FALSE,100,10,100
996,yes,FALSE,FALSE,FALSE,100,100,0
997,yes,FALSE,FALSE,FALSE,100,100,0.1
998,yes,FALSE,FALSE,FALSE,100,100,0.5
999,yes,FALSE,FALSE,FALSE,100,100,20
1000,yes,FALSE,FALSE,FALSE,100,100,100
1001,20 64 1,TRUE,TRUE,TRUE,0,0,0
1002,20 64 1,TRUE,TRUE,TRUE,0,0,0.1
1003,20 64 1,TRUE,TRUE,TRUE,0,0,0.5
1004,20 64 1,TRUE,TRUE,TRUE,0,0,20
1005,20 64 1,TRUE,TRUE,TRUE,0,0,100
1006,20 64 1,TRUE,TRUE,TRUE,0,0.1,0
1007,20 64 1,TRUE,TRUE,TRUE,0,0.1,0.1
1008,20 64 1,TRUE,TRUE,TRUE,0,0.1,0.5
1009,20 64 1,TRUE,TRUE,TRUE,0,0.1,20
1010,20 64 1,TRUE,TRUE,TRUE,0,0.1,100
1011,20 64 1,TRUE,TRUE,TRUE,0,0.5,0
1012,20 64 1,TRUE,TRUE,TRUE,0,0.5,0.1
1013,20 64 1,TRUE,TRUE,TRUE,0,0.5,0.5
1014,20 64 1,TRUE,TRUE,TRUE,0,0.5,20
1015,20 64 1,TRUE,TRUE,TRUE,0,0.5,100
1016,20 64 1,TRUE,TRUE,TRUE,0,10,0
1017,20 64 1,TRUE,TRUE,TRUE,0,10,0.1
1018,20 64 1,TRUE,TRUE,TRUE,0,10,0.5
1019,20 64 1,TRUE,TRUE,TRUE,0,10,20
1020,20 64 1,TRUE,TRUE,TRUE,0,10,100
1021,20 64 1,TRUE,TRUE,TRUE,0,100,0
1022,20 64 1,TRUE,TRUE,TRUE,0,100,0.1
1023,20 64 1,TRUE,TRUE,TRUE,0,100,0.5
1024,20 64 1,TRUE,TRUE,TRUE,0,100,20
1025,20 64 1,TRUE,TRUE,TRUE,0,100,100
1026,20 64 1,TRUE,TRUE,TRUE,0.1,0,0
1027,20 64 1,TRUE,TRUE,TRUE,0.1,0,0.1
1028,20 64 1,TRUE,TRUE,TRUE,0.1,0,0.5
1029,20 64 1,TRUE,TRUE,TRUE,0.1,0,20
1030,20 64 1,TRUE,TRUE,TRUE,0.1,0,100
1031,20 64 1,TRUE,TRUE,TRUE,0.1,0.1,0
1032,20 64 1,TRUE,TRUE,TRUE,0.1,0.1,0.1
1033,20 64 1,TRUE,TRUE,TRUE,0.1,0.1,0.5
1034,20 64 1,TRUE,TRUE,TRUE,0.1,0.1,20
1035,20 64 1,TRUE,TRUE,TRUE,0.1,0.1,100
1036,20 64 1,TRUE,TRUE,TRUE,0.1,0.5,0
1037,20 64 1,TRUE,TRUE,TRUE,0.1,0.5,0.1
1038,20 64 1,TRUE,TRUE,TRUE,0.1,0.5,0.5
1039,20 64 1,TRUE,TRUE,TRUE,0.1,0.5,20
1040,20 64 1,TRUE,TRUE,TRUE,0.1,0.5,100
1041,20 64 1,TRUE,TRUE,TRUE,0.1,10,0
1042,20 64 1,TRUE,TRUE,TRUE,0.1,10,0.1
1043,20 64 1,TRUE,TRUE,TRUE,0.1,10,0.5
1044,20 64 1,TRUE,TRUE,TRUE,0.1,10,20
1045,20 64 1,TRUE,TRUE,TRUE,0.1,10,100
1046,20 64 1,TRUE,TRUE,TRUE,0.1,100,0
1047,20 64 1,TRUE,TRUE,TRUE,0.1,100,0.1
1048,20 64 1,TRUE,TRUE,TRUE,0.1,100,0.5
1049,20 64 1,TRUE,TRUE,TRUE,0.1,100,20
1050,20 64 1,TRUE,TRUE,TRUE,0.1,100,100
1051,20 64 1,TRUE,TRUE,TRUE,0.5,0,0
1052,20 64 1,TRUE,TRUE,TRUE,0.5,0,0.1
1053,20 64 1,TRUE,TRUE,TRUE,0.5,0,0.5
1054,20 64 1,TRUE,TRUE,TRUE,0.5,0,20
1055,20 64 1,TRUE,TRUE,TRUE,0.5,0,100
1056,20 64 1,TRUE,TRUE,TRUE,0.5,0.1,0
1057,20 64 1,TRUE,TRUE,TRUE,0.5,0.1,0.1
1058,20 64 1,TRUE,TRUE,TRUE,0.5,0.1,0.5
1059,20 64 1,TRUE,TRUE,TRUE,0.5,0.1,20
1060,20 64 1,TRUE,TRUE,TRUE,0.5,0.1,100
1061,20 64 1,TRUE,TRUE,TRUE,0.5,0.5,0
1062,20 64 1,TRUE,TRUE,TRUE,0.5,0.5,0.1
1063,20 64 1,TRUE,TRUE,TRUE,0.5,0.5,0.5
1064,20 64 1,TRUE,TRUE,TRUE,0.5,0.5,20
1065,20 64 1,TRUE,TRUE,TRUE,0.5,0.5,100
1066,20 64 1,TRUE,TRUE,TRUE,0.5,10,0
1067,20 64 1,TRUE,TRUE,TRUE,0.5,10,0.1
1068,20 64 1,TRUE,TRUE,TRUE,0.5,10,0.5
1069,20 64 1,TRUE,TRUE,TRUE,0.5,10,20
1070,20 64 1,TRUE,TRUE,TRUE,0.5,10,100
1071,20 64 1,TRUE,TRUE,TRUE,0.5,100,0
1072,20 64 1,TRUE,TRUE,TRUE,0.5,100,0.1
1073,20 64 1,TRUE,TRUE,TRUE,0.5,100,0.5
1074,20 64 1,TRUE,TRUE,TRUE,0.5,100,20
1075,20 64 1,TRUE,TRUE,TRUE,0.5,100,100
1076,20 64 1,TRUE,TRUE,TRUE,30,0,0
1077,20 64 1,TRUE,TRUE,TRUE,30,0,0.1
1078,20 64 1,TRUE,TRUE,TRUE,30,0,0.5
1079,20 64 1,TRUE,TRUE,TRUE,30,0,20
1080,20 64 1,TRUE,TRUE,TRUE,30,0,100
1081,20 64 1,TRUE,TRUE,TRUE,30,0.1,0
1082,20 64 1,TRUE,TRUE,TRUE,30,0.1,0.1
1083,20 64 1,TRUE,TRUE,TRUE,30,0.1,0.5
1084,20 64 1,TRUE,TRUE,TRUE,30,0.1,20
1085,20 64 1,TRUE,TRUE,TRUE,30,0.1,100
1086,20 64 1,TRUE,TRUE,TRUE,30,0.5,0
1087,20 64 1,TRUE,TRUE,TRUE,30,0.5,0.1
1088,20 64 1,TRUE,TRUE,TRUE,30,0.5,0.5
1089,20 64 1,TRUE,TRUE,TRUE,30,0.5,20
1090,20 64 1,TRUE,TRUE,TRUE,30,0.5,100
1091,20 64 1,TRUE,TRUE,TRUE,30,10,0
1092,20 64 1,TRUE,TRUE,TRUE,30,10,0.1
1093,20 64 1,TRUE,TRUE,TRUE,30,10,0.5
1094,20 64 1,TRUE,TRUE,TRUE,30,10,20
1095,20 64 1,TRUE,TRUE,TRUE,30,10,100
1096,20 64 1,TRUE,TRUE,TRUE,30,100,0
1097,20 64 1,TRUE,TRUE,TRUE,30,100,0.1
1098,20 64 1,TRUE,TRUE,TRUE,30,100,0.5
1099,20 64 1,TRUE,TRUE,TRUE,30,100,20
1100,20 64 1,TRUE,TRUE,TRUE,30,100,100
1101,20 64 1,TRUE,TRUE,TRUE,100,0,0
1102,20 64 1,TRUE,TRUE,TRUE,100,0,0.1
1103,20 64 1,TRUE,TRUE,TRUE,100,0,0.5
1104,20 64 1,TRUE,TRUE,TRUE,100,0,20
1105,20 64 1,TRUE,TRUE,TRUE,100,0,100
1106,20 64 1,TRUE,TRUE,TRUE,100,0.1,0
1107,20 64 1,TRUE,TRUE,TRUE,100,0.1,0.1
1108,20 64 1,TRUE,TRUE,TRUE,100,0.1,0.5
1109,20 64 1,TRUE,TRUE,TRUE,100,0.1,20
1110,20 64 1,TRUE,TRUE,TRUE,100,0.1,100
1111,20 64 1,TRUE,TRUE,TRUE,100,0.5,0
1112,20 64 1,TRUE,TRUE,TRUE,100,0.5,0.1
1113,20 64 1,TRUE,TRUE,TRUE,100,0.5,0.5
1114,20 64 1,TRUE,TRUE,TRUE,100,0.5,20
1115,20 64 1,TRUE,TRUE,TRUE,100,0.5,100
1116,20 64 1,TRUE,TRUE,TRUE,100,10,0
1117,20 64 1,TRUE,TRUE,TRUE,100,10,0.1
1118,20 64 1,TRUE,TRUE,TRUE,100,10,0.5
1119,20 64 1,TRUE,TRUE,TRUE,100,10,20
1120,20 64 1,TRUE,TRUE,TRUE,100,10,100
1121,20 64 1,TRUE,TRUE,TRUE,100,100,0
1122,20 64 1,TRUE,TRUE,TRUE,100,100,0.1
1123,20 64 1,TRUE,TRUE,TRUE,100,100,0.5
1124,20 64 1,TRUE,TRUE,TRUE,100,100,20
1125,20 64 1,TRUE,TRUE,TRUE,100,100,100
1126,20 64 1,TRUE,TRUE,FALSE,0,0,0
1127,20 64 1,TRUE,TRUE,FALSE,0,0,0.1
1128,20 64 1,TRUE,TRUE,FALSE,0,0,0.5
1129,20 64 1,TRUE,TRUE,FALSE,0,0,20
1130,20 64 1,TRUE,TRUE,FALSE,0,0,100
1131,20 64 1,TRUE,TRUE,FALSE,0,0.1,0
1132,20 64 1,TRUE,TRUE,FALSE,0,0.1,0.1
1133,20 64 1,TRUE,TRUE,FALSE,0,0.1,0.5
1134,20 64 1,TRUE,TRUE,FALSE,0,0.1,20
1135,20 64 1,TRUE,TRUE,FALSE,0,0.1,100
1136,20 64 1,TRUE,TRUE,FALSE,0,0.5,0
1137,20 64 1,TRUE,TRUE,FALSE,0,0.5,0.1
1138,20 64 1,TRUE,TRUE,FALSE,0,0.5,0.5
1139,20 64 1,TRUE,TRUE,FALSE,0,0.5,20
1140,20 64 1,TRUE,TRUE,FALSE,0,0.5,100
1141,20 64 1,TRUE,TRUE,FALSE,0,10,0
1142,20 64 1,TRUE,TRUE,FALSE,0,10,0.1
1143,20 64 1,TRUE,TRUE,FALSE,0,10,0.5
1144,20 64 1,TRUE,TRUE,FALSE,0,10,20
1145,20 64 1,TRUE,TRUE,FALSE,0,10,100
1146,20 64 1,TRUE,TRUE,FALSE,0,100,0
1147,20 64 1,TRUE,TRUE,FALSE,0,100,0.1
1148,20 64 1,TRUE,TRUE,FALSE,0,100,0.5
1149,20 64 1,TRUE,TRUE,FALSE,0,100,20
1150,20 64 1,TRUE,TRUE,FALSE,0,100,100
1151,20 64 1,TRUE,TRUE,FALSE,0.1,0,0
1152,20 64 1,TRUE,TRUE,FALSE,0.1,0,0.1
1153,20 64 1,TRUE,TRUE,FALSE,0.1,0,0.5
1154,20 64 1,TRUE,TRUE,FALSE,0.1,0,20
1155,20 64 1,TRUE,TRUE,FALSE,0.1,0,100
1156,20 64 1,TRUE,TRUE,FALSE,0.1,0.1,0
1157,20 64 1,TRUE,TRUE,FALSE,0.1,0.1,0.1
1158,20 64 1,TRUE,TRUE,FALSE,0.1,0.1,0.5
1159,20 64 1,TRUE,TRUE,FALSE,0.1,0.1,20
1160,20 64 1,TRUE,TRUE,FALSE,0.1,0.1,100
1161,20 64 1,TRUE,TRUE,FALSE,0.1,0.5,0
1162,20 64 1,TRUE,TRUE,FALSE,0.1,0.5,0.1
1163,20 64 1,TRUE,TRUE,FALSE,0.1,0.5,0.5
1164,20 64 1,TRUE,TRUE,FALSE,0.1,0.5,20
1165,20 64 1,TRUE,TRUE,FALSE,0.1,0.5,100
1166,20 64 1,TRUE,TRUE,FALSE,0.1,10,0
1167,20 64 1,TRUE,TRUE,FALSE,0.1,10,0.1
1168,20 64 1,TRUE,TRUE,FALSE,0.1,10,0.5
1169,20 64 1,TRUE,TRUE,FALSE,0.1,10,20
1170,20 64 1,TRUE,TRUE,FALSE,0.1,10,100
1171,20 64 1,TRUE,TRUE,FALSE,0.1,100,0
1172,20 64 1,TRUE,TRUE,FALSE,0.1,100,0.1
1173,20 64 1,TRUE,TRUE,FALSE,0.1,100,0.5
1174,20 64 1,TRUE,TRUE,FALSE,0.1,100,20
1175,20 64 1,TRUE,TRUE,FALSE,0.1,100,100
1176,20 64 1,TRUE,TRUE,FALSE,0.5,0,0
1177,20 64 1,TRUE,TRUE,FALSE,0.5,0,0.1
1178,20 64 1,TRUE,TRUE,FALSE,0.5,0,0.5
1179,20 64 1,TRUE,TRUE,FALSE,0.5,0,20
1180,20 64 1,TRUE,TRUE,FALSE,0.5,0,100
1181,20 64 1,TRUE,TRUE,FALSE,0.5,0.1,0
1182,20 64 1,TRUE,TRUE,FALSE,0.5,0.1,0.1
1183,20 64 1,TRUE,TRUE,FALSE,0.5,0.1,0.5
1184,20 64 1,TRUE,TRUE,FALSE,0.5,0.1,20
1185,20 64 1,TRUE,TRUE,FALSE,0.5,0.1,100
1186,20 64 1,TRUE,TRUE,FALSE,0.5,0.5,0
1187,20 64 1,TRUE,TRUE,FALSE,0.5,0.5,0.1
1188,20 64 1,TRUE,TRUE,FALSE,0.5,0.5,0.5
1189,20 64 1,TRUE,TRUE,FALSE,0.5,0.5,20
1190,20 64 1,TRUE,TRUE,FALSE,0.5,0.5,100
1191,20 64 1,TRUE,TRUE,FALSE,0.5,10,0
1192,20 64 1,TRUE,TRUE,FALSE,0.5,10,0.1
1193,20 64 1,TRUE,TRUE,FALSE,0.5,10,0.5
1194,20 64 1,TRUE,TRUE,FALSE,0.5,10,20
1195,20 64 1,TRUE,TRUE,FALSE,0.5,10,100
1196,20 64 1,TRUE,TRUE,FALSE,0.5,100,0
1197,20 64 1,TRUE,TRUE,FALSE,0.5,100,0.1
1198,20 64 1,TRUE,TRUE,FALSE,0.5,100,0.5
1199,20 64 1,TRUE,TRUE,FALSE,0.5,100,20
1200,20 64 1,TRUE,TRUE,FALSE,0.5,100,100
1201,20 64 1,TRUE,TRUE,FALSE,30,0,0
1202,20 64 1,TRUE,TRUE,FALSE,30,0,0.1
1203,20 64 1,TRUE,TRUE,FALSE,30,0,0.5
1204,20 64 1,TRUE,TRUE,FALSE,30,0,20
1205,20 64 1,TRUE,TRUE,FALSE,30,0,100
1206,20 64 1,TRUE,TRUE,FALSE,30,0.1,0
1207,20 64 1,TRUE,TRUE,FALSE,30,0.1,0.1
1208,20 64 1,TRUE,TRUE,FALSE,30,0.1,0.5
1209,20 64 1,TRUE,TRUE,FALSE,30,0.1,20
1210,20 64 1,TRUE,TRUE,FALSE,30,0.1,100
1211,20 64 1,TRUE,TRUE,FALSE,30,0.5,0
1212,20 64 1,TRUE,TRUE,FALSE,30,0.5,0.1
1213,20 64 1,TRUE,TRUE,FALSE,30,0.5,0.5
1214,20 64 1,TRUE,TRUE,FALSE,30,0.5,20
1215,20 64 1,TRUE,TRUE,FALSE,30,0.5,100
1216,20 64 1,TRUE,TRUE,FALSE,30,10,0
1217,20 64 1,TRUE,TRUE,FALSE,30,10,0.1
1218,20 64 1,TRUE,TRUE,FALSE,30,10,0.5
1219,20 64 1,TRUE,TRUE,FALSE,30,10,20
1220,20 64 1,TRUE,TRUE,FALSE,30,10,100
1221,20 64 1,TRUE,TRUE,FALSE,30,100,0
1222,20 64 1,TRUE,TRUE,FALSE,30,100,0.1
1223,20 64 1,TRUE,TRUE,FALSE,30,100,0.5
1224,20 64 1,TRUE,TRUE,FALSE,30,100,20
1225,20 64 1,TRUE,TRUE,FALSE,30,100,100
1226,20 64 1,TRUE,TRUE,FALSE,100,0,0
1227,20 64 1,TRUE,TRUE,FALSE,100,0,0.1
1228,20 64 1,TRUE,TRUE,FALSE,100,0,0.5
1229,20 64 1,TRUE,TRUE,FALSE,100,0,20
1230,20 64 1,TRUE,TRUE,FALSE,100,0,100
1231,20 64 1,TRUE,TRUE,FALSE,100,0.1,0
1232,20 64 1,TRUE,TRUE,FALSE,100,0.1,0.1
1233,20 64 1,TRUE,TRUE,FALSE,100,0.1,0.5
1234,20 64 1,TRUE,TRUE,FALSE,100,0.1,20
1235,20 64 1,TRUE,TRUE,FALSE,100,0.1,100
1236,20 64 1,TRUE,TRUE,FALSE,100,0.5,0
1237,20 64 1,TRUE,TRUE,FALSE,100,0.5,0.1
1238,20 64 1,TRUE,TRUE,FALSE,100,0.5,0.5
1239,20 64 1,TRUE,TRUE,FALSE,100,0.5,20
1240,20 64 1,TRUE,TRUE,FALSE,100,0.5,100
1241,20 64 1,TRUE,TRUE,FALSE,100,10,0
1242,20 64 1,TRUE,TRUE,FALSE,100,10,0.1
1243,20 64 1,TRUE,TRUE,FALSE,100,10,0.5
1244,20 64 1,TRUE,TRUE,FALSE,100,10,20
1245,20 64 1,TRUE,TRUE,FALSE,100,10,100
1246,20 64 1,TRUE,TRUE,FALSE,100,100,0
1247,20 64 1,TRUE,TRUE,FALSE,100,100,0.1
1248,20 64 1,TRUE,TRUE,FALSE,100,100,0.5
1249,20 64 1,TRUE,TRUE,FALSE,100,100,20
1250,20 64 1,TRUE,TRUE,FALSE,100,100,100
1251,20 64 1,TRUE,FALSE,TRUE,0,0,0
1252,20 64 1,TRUE,FALSE,TRUE,0,0,0.1
1253,20 64 1,TRUE,FALSE,TRUE,0,0,0.5
1254,20 64 1,TRUE,FALSE,TRUE,0,0,20
1255,20 64 1,TRUE,FALSE,TRUE,0,0,100
1256,20 64 1,TRUE,FALSE,TRUE,0,0.1,0
1257,20 64 1,TRUE,FALSE,TRUE,0,0.1,0.1
1258,20 64 1,TRUE,FALSE,TRUE,0,0.1,0.5
1259,20 64 1,TRUE,FALSE,TRUE,0,0.1,20
1260,20 64 1,TRUE,FALSE,TRUE,0,0.1,100
1261,20 64 1,TRUE,FALSE,TRUE,0,0.5,0
1262,20 64 1,TRUE,FALSE,TRUE,0,0.5,0.1
1263,20 64 1,TRUE,FALSE,TRUE,0,0.5,0.5
1264,20 64 1,TRUE,FALSE,TRUE,0,0.5,20
1265,20 64 1,TRUE,FALSE,TRUE,0,0.5,100
1266,20 64 1,TRUE,FALSE,TRUE,0,10,0
1267,20 64 1,TRUE,FALSE,TRUE,0,10,0.1
1268,20 64 1,TRUE,FALSE,TRUE,0,10,0.5
1269,20 64 1,TRUE,FALSE,TRUE,0,10,20
1270,20 64 1,TRUE,FALSE,TRUE,0,10,100
1271,20 64 1,TRUE,FALSE,TRUE,0,100,0
1272,20 64 1,TRUE,FALSE,TRUE,0,100,0.1
1273,20 64 1,TRUE,FALSE,TRUE,0,100,0.5
1274,20 64 1,TRUE,FALSE,TRUE,0,100,20
1275,20 64 1,TRUE,FALSE,TRUE,0,100,100
1276,20 64 1,TRUE,FALSE,TRUE,0.1,0,0
1277,20 64 1,TRUE,FALSE,TRUE,0.1,0,0.1
1278,20 64 1,TRUE,FALSE,TRUE,0.1,0,0.5
1279,20 64 1,TRUE,FALSE,TRUE,0.1,0,20
1280,20 64 1,TRUE,FALSE,TRUE,0.1,0,100
1281,20 64 1,TRUE,FALSE,TRUE,0.1,0.1,0
1282,20 64 1,TRUE,FALSE,TRUE,0.1,0.1,0.1
1283,20 64 1,TRUE,FALSE,TRUE,0.1,0.1,0.5
1284,20 64 1,TRUE,FALSE,TRUE,0.1,0.1,20
1285,20 64 1,TRUE,FALSE,TRUE,0.1,0.1,100
1286,20 64 1,TRUE,FALSE,TRUE,0.1,0.5,0
1287,20 64 1,TRUE,FALSE,TRUE,0.1,0.5,0.1
1288,20 64 1,TRUE,FALSE,TRUE,0.1,0.5,0.5
1289,20 64 1,TRUE,FALSE,TRUE,0.1,0.5,20
1290,20 64 1,TRUE,FALSE,TRUE,0.1,0.5,100
1291,20 64 1,TRUE,FALSE,TRUE,0.1,10,0
1292,20 64 1,TRUE,FALSE,TRUE,0.1,10,0.1
1293,20 64 1,TRUE,FALSE,TRUE,0.1,10,0.5
1294,20 64 1,TRUE,FALSE,TRUE,0.1,10,20
1295,20 64 1,TRUE,FALSE,TRUE,0.1,10,100
1296,20 64 1,TRUE,FALSE,TRUE,0.1,100,0
1297,20 64 1,TRUE,FALSE,TRUE,0.1,100,0.1
1298,20 64 1,TRUE,FALSE,TRUE,0.1,100,0.5
1299,20 64 1,TRUE,FALSE,TRUE,0.1,100,20
1300,20 64 1,TRUE,FALSE,TRUE,0.1,100,100
1301,20 64 1,TRUE,FALSE,TRUE,0.5,0,0
1302,20 64 1,TRUE,FALSE,TRUE,0.5,0,0.1
1303,20 64 1,TRUE,FALSE,TRUE,0.5,0,0.5
1304,20 64 1,TRUE,FALSE,TRUE,0.5,0,20
1305,20 64 1,TRUE,FALSE,TRUE,0.5,0,100
1306,20 64 1,TRUE,FALSE,TRUE,0.5,0.1,0
1307,20 64 1,TRUE,FALSE,TRUE,0.5,0.1,0.1
1308,20 64 1,TRUE,FALSE,TRUE,0.5,0.1,0.5
1309,20 64 1,TRUE,FALSE,TRUE,0.5,0.1,20
1310,20 64 1,TRUE,FALSE,TRUE,0.5,0.1,100
1311,20 64 1,TRUE,FALSE,TRUE,0.5,0.5,0
1312,20 64 1,TRUE,FALSE,TRUE,0.5,0.5,0.1
1313,20 64 1,TRUE,FALSE,TRUE,0.5,0.5,0.5
1314,20 64 1,TRUE,FALSE,TRUE,0.5,0.5,20
1315,20 64 1,TRUE,FALSE,TRUE,0.5,0.5,100
1316,20 64 1,TRUE,FALSE,TRUE,0.5,10,0
1317,20 64 1,TRUE,FALSE,TRUE,0.5,10,0.1
1318,20 64 1,TRUE,FALSE,TRUE,0.5,10,0.5
1319,20 64 1,TRUE,FALSE,TRUE,0.5,10,20
1320,20 64 1,TRUE,FALSE,TRUE,0.5,10,100
1321,20 64 1,TRUE,FALSE,TRUE,0.5,100,0
1322,20 64 1,TRUE,FALSE,TRUE,0.5,100,0.1
1323,20 64 1,TRUE,FALSE,TRUE,0.5,100,0.5
1324,20 64 1,TRUE,FALSE,TRUE,0.5,100,20
1325,20 64 1,TRUE,FALSE,TRUE,0.5,100,100
1326,20 64 1,TRUE,FALSE,TRUE,30,0,0
1327,20 64 1,TRUE,FALSE,TRUE,30,0,0.1
1328,20 64 1,TRUE,FALSE,TRUE,30,0,0.5
1329,20 64 1,TRUE,FALSE,TRUE,30,0,20
1330,20 64 1,TRUE,FALSE,TRUE,30,0,100
1331,20 64 1,TRUE,FALSE,TRUE,30,0.1,0
1332,20 64 1,TRUE,FALSE,TRUE,30,0.1,0.1
1333,20 64 1,TRUE,FALSE,TRUE,30,0.1,0.5
1334,20 64 1,TRUE,FALSE,TRUE,30,0.1,20
1335,20 64 1,TRUE,FALSE,TRUE,30,0.1,100
1336,20 64 1,TRUE,FALSE,TRUE,30,0.5,0
1337,20 64 1,TRUE,FALSE,TRUE,30,0.5,0.1
1338,20 64 1,TRUE,FALSE,TRUE,30,0.5,0.5
1339,20 64 1,TRUE,FALSE,TRUE,30,0.5,20
1340,20 64 1,TRUE,FALSE,TRUE,30,0.5,100
1341,20 64 1,TRUE,FALSE,TRUE,30,10,0
1342,20 64 1,TRUE,FALSE,TRUE,30,10,0.1
1343,20 64 1,TRUE,FALSE,TRUE,30,10,0.5
1344,20 64 1,TRUE,FALSE,TRUE,30,10,20
1345,20 64 1,TRUE,FALSE,TRUE,30,10,100
1346,20 64 1,TRUE,FALSE,TRUE,30,100,0
1347,20 64 1,TRUE,FALSE,TRUE,30,100,0.1
1348,20 64 1,TRUE,FALSE,TRUE,30,100,0.5
1349,20 64 1,TRUE,FALSE,TRUE,30,100,20
1350,20 64 1,TRUE,FALSE,TRUE,30,100,100
1351,20 64 1,TRUE,FALSE,TRUE,100,0,0
1352,20 64 1,TRUE,FALSE,TRUE,100,0,0.1
1353,20 64 1,TRUE,FALSE,TRUE,100,0,0.5
1354,20 64 1,TRUE,FALSE,TRUE,100,0,20
1355,20 64 1,TRUE,FALSE,TRUE,100,0,100
1356,20 64 1,TRUE,FALSE,TRUE,100,0.1,0
1357,20 64 1,TRUE,FALSE,TRUE,100,0.1,0.1
1358,20 64 1,TRUE,FALSE,TRUE,100,0.1,0.5
1359,20 64 1,TRUE,FALSE,TRUE,100,0.1,20
1360,20 64 1,TRUE,FALSE,TRUE,100,0.1,100
1361,20 64 1,TRUE,FALSE,TRUE,100,0.5,0
1362,20 64 1,TRUE,FALSE,TRUE,100,0.5,0.1
1363,20 64 1,TRUE,FALSE,TRUE,100,0.5,0.5
1364,20 64 1,TRUE,FALSE,TRUE,100,0.5,20
1365,20 64 1,TRUE,FALSE,TRUE,100,0.5,100
1366,20 64 1,TRUE,FALSE,TRUE,100,10,0
1367,20 64 1,TRUE,FALSE,TRUE,100,10,0.1
1368,20 64 1,TRUE,FALSE,TRUE,100,10,0.5
1369,20 64 1,TRUE,FALSE,TRUE,100,10,20
1370,20 64 1,TRUE,FALSE,TRUE,100,10,100
1371,20 64 1,TRUE,FALSE,TRUE,100,100,0
1372,20 64 1,TRUE,FALSE,TRUE,100,100,0.1
1373,20 64 1,TRUE,FALSE,TRUE,100,100,0.5
1374,20 64 1,TRUE,FALSE,TRUE,100,100,20
1375,20 64 1,TRUE,FALSE,TRUE,100,100,100
1376,20 64 1,TRUE,FALSE,FALSE,0,0,0
1377,20 64 1,TRUE,FALSE,FALSE,0,0,0.1
1378,20 64 1,TRUE,FALSE,FALSE,0,0,0.5
1379,20 64 1,TRUE,FALSE,FALSE,0,0,20
1380,20 64 1,TRUE,FALSE,FALSE,0,0,100
1381,20 64 1,TRUE,FALSE,FALSE,0,0.1,0
1382,20 64 1,TRUE,FALSE,FALSE,0,0.1,0.1
1383,20 64 1,TRUE,FALSE,FALSE,0,0.1,0.5
1384,20 64 1,TRUE,FALSE,FALSE,0,0.1,20
1385,20 64 1,TRUE,FALSE,FALSE,0,0.1,100
1386,20 64 1,TRUE,FALSE,FALSE,0,0.5,0
1387,20 64 1,TRUE,FALSE,FALSE,0,0.5,0.1
1388,20 64 1,TRUE,FALSE,FALSE,0,0.5,0.5
1389,20 64 1,TRUE,FALSE,FALSE,0,0.5,20
1390,20 64 1,TRUE,FALSE,FALSE,0,0.5,100
1391,20 64 1,TRUE,FALSE,FALSE,0,10,0
1392,20 64 1,TRUE,FALSE,FALSE,0,10,0.1
1393,20 64 1,TRUE,FALSE,FALSE,0,10,0.5
1394,20 64 1,TRUE,FALSE,FALSE,0,10,20
1395,20 64 1,TRUE,FALSE,FALSE,0,10,100
1396,20 64 1,TRUE,FALSE,FALSE,0,100,0
1397,20 64 1,TRUE,FALSE,FALSE,0,100,0.1
1398,20 64 1,TRUE,FALSE,FALSE,0,100,0.5
1399,20 64 1,TRUE,FALSE,FALSE,0,100,20
1400,20 64 1,TRUE,FALSE,FALSE,0,100,100
1401,20 64 1,TRUE,FALSE,FALSE,0.1,0,0
1402,20 64 1,TRUE,FALSE,FALSE,0.1,0,0.1
1403,20 64 1,TRUE,FALSE,FALSE,0.1,0,0.5
1404,20 64 1,TRUE,FALSE,FALSE,0.1,0,20
1405,20 64 1,TRUE,FALSE,FALSE,0.1,0,100
1406,20 64 1,TRUE,FALSE,FALSE,0.1,0.1,0
1407,20 64 1,TRUE,FALSE,FALSE,0.1,0.1,0.1
