configno,dust,lcase_masking,soft_masking,ungapped,xdrop_gap,xdrop_gap_final,xdrop_ungap
484,yes,TRUE,FALSE,FALSE,100,0.1,20
485,yes,TRUE,FALSE,FALSE,100,0.1,100
486,yes,TRUE,FALSE,FALSE,100,0.5,0
487,yes,TRUE,FALSE,FALSE,100,0.5,0.1
488,yes,TRUE,FALSE,FALSE,100,0.5,0.5
489,yes,TRUE,FALSE,FALSE,100,0.5,20
490,yes,TRUE,FALSE,FALSE,100,0.5,100
491,yes,TRUE,FALSE,FALSE,100,10,0
492,yes,TRUE,FALSE,FALSE,100,10,0.1
493,yes,TRUE,FALSE,FALSE,100,10,0.5
494,yes,TRUE,FALSE,FALSE,100,10,20
495,yes,TRUE,FALSE,FALSE,100,10,100
496,yes,TRUE,FALSE,FALSE,100,100,0
497,yes,TRUE,FALSE,FALSE,100,100,0.1
498,yes,TRUE,FALSE,FALSE,100,100,0.5
499,yes,TRUE,FALSE,FALSE,100,100,20
500,yes,TRUE,FALSE,FALSE,100,100,100
501,yes,FALSE,TRUE,TRUE,0,0,0
502,yes,FALSE,TRUE,TRUE,0,0,0.1
503,yes,FALSE,TRUE,TRUE,0,0,0.5
504,yes,FALSE,TRUE,TRUE,0,0,20
505,yes,FALSE,TRUE,TRUE,0,0,100
506,yes,FALSE,TRUE,TRUE,0,0.1,0
507,yes,FALSE,TRUE,TRUE,0,0.1,0.1
508,yes,FALSE,TRUE,TRUE,0,0.1,0.5
509,yes,FALSE,TRUE,TRUE,0,0.1,20
510,yes,FALSE,TRUE,TRUE,0,0.1,100
511,yes,FALSE,TRUE,TRUE,0,0.5,0
512,yes,FALSE,TRUE,TRUE,0,0.5,0.1
513,yes,FALSE,TRUE,TRUE,0,0.5,0.5
514,yes,FALSE,TRUE,TRUE,0,0.5,20
515,yes,FALSE,TRUE,TRUE,0,0.5,100
516,yes,FALSE,TRUE,TRUE,0,10,0
517,yes,FALSE,TRUE,TRUE,0,10,0.1
518,yes,FALSE,TRUE,TRUE,0,10,0.5
519,yes,FALSE,TRUE,TRUE,0,10,20
520,yes,FALSE,TRUE,TRUE,0,10,100
521,yes,FALSE,TRUE,TRUE,0,100,0
522,yes,FALSE,TRUE,TRUE,0,100,0.1
523,yes,FALSE,TRUE,TRUE,0,100,0.5
524,yes,FALSE,TRUE,TRUE,0,100,20
525,yes,FALSE,TRUE,TRUE,0,100,100
526,yes,FALSE,TRUE,TRUE,0.1,0,0
527,yes,FALSE,TRUE,TRUE,0.1,0,0.1
528,yes,FALSE,TRUE,TRUE,0.1,0,0.5
529,yes,FALSE,TRUE,TRUE,0.1,0,20
530,yes,FALSE,TRUE,TRUE,0.1,0,100
531,yes,FALSE,TRUE,TRUE,0.1,0.1,0
532,yes,FALSE,TRUE,TRUE,0.1,0.1,0.1
533,yes,FALSE,TRUE,TRUE,0.1,0.1,0.5
534,yes,FALSE,TRUE,TRUE,0.1,0.1,20
535,yes,FALSE,TRUE,TRUE,0.1,0.1,100
536,yes,FALSE,TRUE,TRUE,0.1,0.5,0
537,yes,FALSE,TRUE,TRUE,0.1,0.5,0.1
538,yes,FALSE,TRUE,TRUE,0.1,0.5,0.5
539,yes,FALSE,TRUE,TRUE,0.1,0.5,20
540,yes,FALSE,TRUE,TRUE,0.1,0.5,100
541,yes,FALSE,TRUE,TRUE,0.1,10,0
542,yes,FALSE,TRUE,TRUE,0.1,10,0.1
543,yes,FALSE,TRUE,TRUE,0.1,10,0.5
544,yes,FALSE,TRUE,TRUE,0.1,10,20
545,yes,FALSE,TRUE,TRUE,0.1,10,100
546,yes,FALSE,TRUE,TRUE,0.1,100,0
547,yes,FALSE,TRUE,TRUE,0.1,100,0.1
548,yes,FALSE,TRUE,TRUE,0.1,100,0.5
549,yes,FALSE,TRUE,TRUE,0.1,100,20
550,yes,FALSE,TRUE,TRUE,0.1,100,100
551,yes,FALSE,TRUE,TRUE,0.5,0,0
552,yes,FALSE,TRUE,TRUE,0.5,0,0.1
553,yes,FALSE,TRUE,TRUE,0.5,0,0.5
554,yes,FALSE,TRUE,TRUE,0.5,0,20
555,yes,FALSE,TRUE,TRUE,0.5,0,100
556,yes,FALSE,TRUE,TRUE,0.5,0.1,0
557,yes,FALSE,TRUE,TRUE,0.5,0.1,0.1
558,yes,FALSE,TRUE,TRUE,0.5,0.1,0.5
559,yes,FALSE,TRUE,TRUE,0.5,0.1,20
560,yes,FALSE,TRUE,TRUE,0.5,0.1,100
561,yes,FALSE,TRUE,TRUE,0.5,0.5,0
562,yes,FALSE,TRUE,TRUE,0.5,0.5,0.1
563,yes,FALSE,TRUE,TRUE,0.5,0.5,0.5
564,yes,FALSE,TRUE,TRUE,0.5,0.5,20
565,yes,FALSE,TRUE,TRUE,0.5,0.5,100
566,yes,FALSE,TRUE,TRUE,0.5,10,0
567,yes,FALSE,TRUE,TRUE,0.5,10,0.1
568,yes,FALSE,TRUE,TRUE,0.5,10,0.5
569,yes,FALSE,TRUE,TRUE,0.5,10,20
570,yes,FALSE,TRUE,TRUE,0.5,10,100
571,yes,FALSE,TRUE,TRUE,0.5,100,0
572,yes,FALSE,TRUE,TRUE,0.5,100,0.1
573,yes,FALSE,TRUE,TRUE,0.5,100,0.5
574,yes,FALSE,TRUE,TRUE,0.5,100,20
575,yes,FALSE,TRUE,TRUE,0.5,100,100
576,yes,FALSE,TRUE,TRUE,30,0,0
577,yes,FALSE,TRUE,TRUE,30,0,0.1
578,yes,FALSE,TRUE,TRUE,30,0,0.5
579,yes,FALSE,TRUE,TRUE,30,0,20
580,yes,FALSE,TRUE,TRUE,30,0,100
581,yes,FALSE,TRUE,TRUE,30,0.1,0
582,yes,FALSE,TRUE,TRUE,30,0.1,0.1
583,yes,FALSE,TRUE,TRUE,30,0.1,0.5
584,yes,FALSE,TRUE,TRUE,30,0.1,20
585,yes,FALSE,TRUE,TRUE,30,0.1,100
586,yes,FALSE,TRUE,TRUE,30,0.5,0
587,yes,FALSE,TRUE,TRUE,30,0.5,0.1
588,yes,FALSE,TRUE,TRUE,30,0.5,0.5
589,yes,FALSE,TRUE,TRUE,30,0.5,20
590,yes,FALSE,TRUE,TRUE,30,0.5,100
591,yes,FALSE,TRUE,TRUE,30,10,0
592,yes,FALSE,TRUE,TRUE,30,10,0.1
593,yes,FALSE,TRUE,TRUE,30,10,0.5
594,yes,FALSE,TRUE,TRUE,30,10,20
595,yes,FALSE,TRUE,TRUE,30,10,100
596,yes,FALSE,TRUE,TRUE,30,100,0
597,yes,FALSE,TRUE,TRUE,30,100,0.1
598,yes,FALSE,TRUE,TRUE,30,100,0.5
599,yes,FALSE,TRUE,TRUE,30,100,20
600,yes,FALSE,TRUE,TRUE,30,100,100
601,yes,FALSE,TRUE,TRUE,100,0,0
602,yes,FALSE,TRUE,TRUE,100,0,0.1
603,yes,FALSE,TRUE,TRUE,100,0,0.5
604,yes,FALSE,TRUE,TRUE,100,0,20
605,yes,FALSE,TRUE,TRUE,100,0,100
606,yes,FALSE,TRUE,TRUE,100,0.1,0
607,yes,FALSE,TRUE,TRUE,100,0.1,0.1
608,yes,FALSE,TRUE,TRUE,100,0.1,0.5
609,yes,FALSE,TRUE,TRUE,100,0.1,20
610,yes,FALSE,TRUE,TRUE,100,0.1,100
611,yes,FALSE,TRUE,TRUE,100,0.5,0
612,yes,FALSE,TRUE,TRUE,100,0.5,0.1
613,yes,FALSE,TRUE,TRUE,100,0.5,0.5
614,yes,FALSE,TRUE,TRUE,100,0.5,20
615,yes,FALSE,TRUE,TRUE,100,0.5,100
616,yes,FALSE,TRUE,TRUE,100,10,0
617,yes,FALSE,TRUE,TRUE,100,10,0.1
618,yes,FALSE,TRUE,TRUE,100,10,0.5
619,yes,FALSE,TRUE,TRUE,100,10,20
620,yes,FALSE,TRUE,TRUE,100,10,100
621,yes,FALSE,TRUE,TRUE,100,100,0
622,yes,FALSE,TRUE,TRUE,100,100,0.1
623,yes,FALSE,TRUE,TRUE,100,100,0.5
624,yes,FALSE,TRUE,TRUE,100,100,20
625,yes,FALSE,TRUE,TRUE,100,100,100
626,yes,FALSE,TRUE,FALSE,0,0,0
627,yes,FALSE,TRUE,FALSE,0,0,0.1
628,yes,FALSE,TRUE,FALSE,0,0,0.5
629,yes,FALSE,TRUE,FALSE,0,0,20
630,yes,FALSE,TRUE,FALSE,0,0,100
631,yes,FALSE,TRUE,FALSE,0,0.1,0
632,yes,FALSE,TRUE,FALSE,0,0.1,0.1
633,yes,FALSE,TRUE,FALSE,0,0.1,0.5
634,yes,FALSE,TRUE,FALSE,0,0.1,20
635,yes,FALSE,TRUE,FALSE,0,0.1,100
636,yes,FALSE,TRUE,FALSE,0,0.5,0
637,yes,FALSE,TRUE,FALSE,0,0.5,0.1
638,yes,FALSE,TRUE,FALSE,0,0.5,0.5
639,yes,FALSE,TRUE,FALSE,0,0.5,20
640,yes,FALSE,TRUE,FALSE,0,0.5,100
641,yes,FALSE,TRUE,FALSE,0,10,0
642,yes,FALSE,TRUE,FALSE,0,10,0.1
643,yes,FALSE,TRUE,FALSE,0,10,0.5
644,yes,FALSE,TRUE,FALSE,0,10,20
645,yes,FALSE,TRUE,FALSE,0,10,100
646,yes,FALSE,TRUE,FALSE,0,100,0
647,yes,FALSE,TRUE,FALSE,0,100,0.1
648,yes,FALSE,TRUE,FALSE,0,100,0.5
649,yes,FALSE,TRUE,FALSE,0,100,20
650,yes,FALSE,TRUE,FALSE,0,100,100
651,yes,FALSE,TRUE,FALSE,0.1,0,0
652,yes,FALSE,TRUE,FALSE,0.1,0,0.1
653,yes,FALSE,TRUE,FALSE,0.1,0,0.5
654,yes,FALSE,TRUE,FALSE,0.1,0,20
655,yes,FALSE,TRUE,FALSE,0.1,0,100
656,yes,FALSE,TRUE,FALSE,0.1,0.1,0
657,yes,FALSE,TRUE,FALSE,0.1,0.1,0.1
658,yes,FALSE,TRUE,FALSE,0.1,0.1,0.5
659,yes,FALSE,TRUE,FALSE,0.1,0.1,20
660,yes,FALSE,TRUE,FALSE,0.1,0.1,100
661,yes,FALSE,TRUE,FALSE,0.1,0.5,0
662,yes,FALSE,TRUE,FALSE,0.1,0.5,0.1
663,yes,FALSE,TRUE,FALSE,0.1,0.5,0.5
664,yes,FALSE,TRUE,FALSE,0.1,0.5,20
665,yes,FALSE,TRUE,FALSE,0.1,0.5,100
666,yes,FALSE,TRUE,FALSE,0.1,10,0
667,yes,FALSE,TRUE,FALSE,0.1,10,0.1
668,yes,FALSE,TRUE,FALSE,0.1,10,0.5
669,yes,FALSE,TRUE,FALSE,0.1,10,20
670,yes,FALSE,TRUE,FALSE,0.1,10,100
671,yes,FALSE,TRUE,FALSE,0.1,100,0
672,yes,FALSE,TRUE,FALSE,0.1,100,0.1
673,yes,FALSE,TRUE,FALSE,0.1,100,0.5
674,yes,FALSE,TRUE,FALSE,0.1,100,20
675,yes,FALSE,TRUE,FALSE,0.1,100,100
676,yes,FALSE,TRUE,FALSE,0.5,0,0
677,yes,FALSE,TRUE,FALSE,0.5,0,0.1
678,yes,FALSE,TRUE,FALSE,0.5,0,0.5
679,yes,FALSE,TRUE,FALSE,0.5,0,20
680,yes,FALSE,TRUE,FALSE,0.5,0,100
681,yes,FALSE,TRUE,FALSE,0.5,0.1,0
682,yes,FALSE,TRUE,FALSE,0.5,0.1,0.1
683,yes,FALSE,TRUE,FALSE,0.5,0.1,0.5
684,yes,FALSE,TRUE,FALSE,0.5,0.1,20
685,yes,FALSE,TRUE,FALSE,0.5,0.1,100
686,yes,FALSE,TRUE,FALSE,0.5,0.5,0
687,yes,FALSE,TRUE,FALSE,0.5,0.5,0.1
688,yes,FALSE,TRUE,FALSE,0.5,0.5,0.5
689,yes,FALSE,TRUE,FALSE,0.5,0.5,20
690,yes,FALSE,TRUE,FALSE,0.5,0.5,100
691,yes,FALSE,TRUE,FALSE,0.5,10,0
692,yes,FALSE,TRUE,FALSE,0.5,10,0.1
693,yes,FALSE,TRUE,FALSE,0.5,10,0.5
694,yes,FALSE,TRUE,FALSE,0.5,10,20
695,yes,FALSE,TRUE,FALSE,0.5,10,100
696,yes,FALSE,TRUE,FALSE,0.5,100,0
697,yes,FALSE,TRUE,FALSE,0.5,100,0.1
698,yes,FALSE,TRUE,FALSE,0.5,100,0.5
699,yes,FALSE,TRUE,FALSE,0.5,100,20
700,yes,FALSE,TRUE,FALSE,0.5,100,100
701,yes,FALSE,TRUE,FALSE,30,0,0
702,yes,FALSE,TRUE,FALSE,30,0,0.1
703,yes,FALSE,TRUE,FALSE,30,0,0.5
704,yes,FALSE,TRUE,FALSE,30,0,20
705,yes,FALSE,TRUE,FALSE,30,0,100
706,yes,FALSE,TRUE,FALSE,30,0.1,0
707,yes,FALSE,TRUE,FALSE,30,0.1,0.1
708,yes,FALSE,TRUE,FALSE,30,0.1,0.5
709,yes,FALSE,TRUE,FALSE,30,0.1,20
710,yes,FALSE,TRUE,FALSE,30,0.1,100
711,yes,FALSE,TRUE,FALSE,30,0.5,0
712,yes,FALSE,TRUE,FALSE,30,0.5,0.1
713,yes,FALSE,TRUE,FALSE,30,0.5,0.5
714,yes,FALSE,TRUE,FALSE,30,0.5,20
715,yes,FALSE,TRUE,FALSE,30,0.5,100
716,yes,FALSE,TRUE,FALSE,30,10,0
717,yes,FALSE,TRUE,FALSE,30,10,0.1
718,yes,FALSE,TRUE,FALSE,30,10,0.5
719,yes,FALSE,TRUE,FALSE,30,10,20
720,yes,FALSE,TRUE,FALSE,30,10,100
721,yes,FALSE,TRUE,FALSE,30,100,0
722,yes,FALSE,TRUE,FALSE,30,100,0.1
723,yes,FALSE,TRUE,FALSE,30,100,0.5
724,yes,FALSE,TRUE,FALSE,30,100,20
725,yes,FALSE,TRUE,FALSE,30,100,100
726,yes,FALSE,TRUE,FALSE,100,0,0
727,yes,FALSE,TRUE,FALSE,100,0,0.1
728,yes,FALSE,TRUE,FALSE,100,0,0.5
729,yes,FALSE,TRUE,FALSE,100,0,20
730,yes,FALSE,TRUE,FALSE,100,0,100
731,yes,FALSE,TRUE,FALSE,100,0.1,0
732,yes,FALSE,TRUE,FALSE,100,0.1,0.1
733,yes,FALSE,TRUE,FALSE,100,0.1,0.5
734,yes,FALSE,TRUE,FALSE,100,0.1,20
735,yes,FALSE,TRUE,FALSE,100,0.1,100
736,yes,FALSE,TRUE,FALSE,100,0.5,0
737,yes,FALSE,TRUE,FALSE,100,0.5,0.1
738,yes,FALSE,TRUE,FALSE,100,0.5,0.5
739,yes,FALSE,TRUE,FALSE,100,0.5,20
740,yes,FALSE,TRUE,FALSE,100,0.5,100
741,yes,FALSE,TRUE,FALSE,100,10,0
742,yes,FALSE,TRUE,FALSE,100,10,0.1
743,yes,FALSE,TRUE,FALSE,100,10,0.5
744,yes,FALSE,TRUE,FALSE,100,10,20
745,yes,FALSE,TRUE,FALSE,100,10,100
746,yes,FALSE,TRUE,FALSE,100,100,0
747,yes,FALSE,TRUE,FALSE,100,100,0.1
748,yes,FALSE,TRUE,FALSE,100,100,0.5
749,yes,FALSE,TRUE,FALSE,100,100,20
750,yes,FALSE,TRUE,FALSE,100,100,100
751,yes,FALSE,FALSE,TRUE,0,0,0
752,yes,FALSE,FALSE,TRUE,0,0,0.1
753,yes,FALSE,FALSE,TRUE,0,0,0.5
754,yes,FALSE,FALSE,TRUE,0,0,20
755,yes,FALSE,FALSE,TRUE,0,0,100
756,yes,FALSE,FALSE,TRUE,0,0.1,0
757,yes,FALSE,FALSE,TRUE,0,0.1,0.1
758,yes,FALSE,FALSE,TRUE,0,0.1,0.5
759,yes,FALSE,FALSE,TRUE,0,0.1,20
760,yes,FALSE,FALSE,TRUE,0,0.1,100
761,yes,FALSE,FALSE,TRUE,0,0.5,0
762,yes,FALSE,FALSE,TRUE,0,0.5,0.1
763,yes,FALSE,FALSE,TRUE,0,0.5,0.5
764,yes,FALSE,FALSE,TRUE,0,0.5,20
765,yes,FALSE,FALSE,TRUE,0,0.5,100
766,yes,FALSE,FALSE,TRUE,0,10,0
767,yes,FALSE,FALSE,TRUE,0,10,0.1
768,yes,FALSE,FALSE,TRUE,0,10,0.5
769,yes,FALSE,FALSE,TRUE,0,10,20
770,yes,FALSE,FALSE,TRUE,0,10,100
771,yes,FALSE,FALSE,TRUE,0,100,0
772,yes,FALSE,FALSE,TRUE,0,100,0.1
773,yes,FALSE,FALSE,TRUE,0,100,0.5
774,yes,FALSE,FALSE,TRUE,0,100,20
775,yes,FALSE,FALSE,TRUE,0,100,100
776,yes,FALSE,FALSE,TRUE,0.1,0,0
777,yes,FALSE,FALSE,TRUE,0.1,0,0.1
778,yes,FALSE,FALSE,TRUE,0.1,0,0.5
779,yes,FALSE,FALSE,TRUE,0.1,0,20
780,yes,FALSE,FALSE,TRUE,0.1,0,100
781,yes,FALSE,FALSE,TRUE,0.1,0.1,0
782,yes,FALSE,FALSE,TRUE,0.1,0.1,0.1
783,yes,FALSE,FALSE,TRUE,0.1,0.1,0.5
784,yes,FALSE,FALSE,TRUE,0.1,0.1,20
785,yes,FALSE,FALSE,TRUE,0.1,0.1,100
786,yes,FALSE,FALSE,TRUE,0.1,0.5,0
787,yes,FALSE,FALSE,TRUE,0.1,0.5,0.1
788,yes,FALSE,FALSE,TRUE,0.1,0.5,0.5
789,yes,FALSE,FALSE,TRUE,0.1,0.5,20
790,yes,FALSE,FALSE,TRUE,0.1,0.5,100
791,yes,FALSE,FALSE,TRUE,0.1,10,0
792,yes,FALSE,FALSE,TRUE,0.1,10,0.1
793,yes,FALSE,FALSE,TRUE,0.1,10,0.5
794,yes,FALSE,FALSE,TRUE,0.1,10,20
795,yes,FALSE,FALSE,TRUE,0.1,10,100
796,yes,FALSE,FALSE,TRUE,0.1,100,0
797,yes,FALSE,FALSE,TRUE,0.1,100,0.1
798,yes,FALSE,FALSE,TRUE,0.1,100,0.5
799,yes,FALSE,FALSE,TRUE,0.1,100,20
800,yes,FALSE,FALSE,TRUE,0.1,100,100
801,yes,FALSE,FALSE,TRUE,0.5,0,0
802,yes,FALSE,FALSE,TRUE,0.5,0,0.1
803,yes,FALSE,FALSE,TRUE,0.5,0,0.5
804,yes,FALSE,FALSE,TRUE,0.5,0,20
805,yes,FALSE,FALSE,TRUE,0.5,0,100
806,yes,FALSE,FALSE,TRUE,0.5,0.1,0
807,yes,FALSE,FALSE,TRUE,0.5,0.1,0.1
808,yes,FALSE,FALSE,TRUE,0.5,0.1,0.5
809,yes,FALSE,FALSE,TRUE,0.5,0.1,20
810,yes,FALSE,FALSE,TRUE,0.5,0.1,100
811,yes,FALSE,FALSE,TRUE,0.5,0.5,0
812,yes,FALSE,FALSE,TRUE,0.5,0.5,0.1
813,yes,FALSE,FALSE,TRUE,0.5,0.5,0.5
814,yes,FALSE,FALSE,TRUE,0.5,0.5,20
815,yes,FALSE,FALSE,TRUE,0.5,0.5,100
816,yes,FALSE,FALSE,TRUE,0.5,10,0
817,yes,FALSE,FALSE,TRUE,0.5,10,0.1
818,yes,FALSE,FALSE,TRUE,0.5,10,0.5
819,yes,FALSE,FALSE,TRUE,0.5,10,20
820,yes,FALSE,FALSE,TRUE,0.5,10,100
821,yes,FALSE,FALSE,TRUE,0.5,100,0
822,yes,FALSE,FALSE,TRUE,0.5,100,0.1
823,yes,FALSE,FALSE,TRUE,0.5,100,0.5
824,yes,FALSE,FALSE,TRUE,0.5,100,20
825,yes,FALSE,FALSE,TRUE,0.5,100,100
826,yes,FALSE,FALSE,TRUE,30,0,0
827,yes,FALSE,FALSE,TRUE,30,0,0.1
828,yes,FALSE,FALSE,TRUE,30,0,0.5
829,yes,FALSE,FALSE,TRUE,30,0,20
830,yes,FALSE,FALSE,TRUE,30,0,100
831,yes,FALSE,FALSE,TRUE,30,0.1,0
832,yes,FALSE,FALSE,TRUE,30,0.1,0.1
833,yes,FALSE,FALSE,TRUE,30,0.1,0.5
834,yes,FALSE,FALSE,TRUE,30,0.1,20
835,yes,FALSE,FALSE,TRUE,30,0.1,100
836,yes,FALSE,FALSE,TRUE,30,0.5,0
837,yes,FALSE,FALSE,TRUE,30,0.5,0.1
838,yes,FALSE,FALSE,TRUE,30,0.5,0.5
839,yes,FALSE,FALSE,TRUE,30,0.5,20
840,yes,FALSE,FALSE,TRUE,30,0.5,100
841,yes,FALSE,FALSE,TRUE,30,10,0
842,yes,FALSE,FALSE,TRUE,30,10,0.1
843,yes,FALSE,FALSE,TRUE,30,10,0.5
844,yes,FALSE,FALSE,TRUE,30,10,20
845,yes,FALSE,FALSE,TRUE,30,10,100
846,yes,FALSE,FALSE,TRUE,30,100,0
847,yes,FALSE,FALSE,TRUE,30,100,0.1
848,yes,FALSE,FALSE,TRUE,30,100,0.5
849,yes,FALSE,FALSE,TRUE,30,100,20
850,yes,FALSE,FALSE,TRUE,30,100,100
851,yes,FALSE,FALSE,TRUE,100,0,0
852,yes,FALSE,FALSE,TRUE,100,0,0.1
853,yes,FALSE,FALSE,TRUE,100,0,0.5
854,yes,FALSE,FALSE,TRUE,100,0,20
855,yes,FALSE,FALSE,TRUE,100,0,100
856,yes,FALSE,FALSE,TRUE,100,0.1,0
857,yes,FALSE,FALSE,TRUE,100,0.1,0.1
858,yes,FALSE,FALSE,TRUE,100,0.1,0.5
859,yes,FALSE,FALSE,TRUE,100,0.1,20
860,yes,FALSE,FALSE,TRUE,100,0.1,100
861,yes,FALSE,FALSE,TRUE,100,0.5,0
862,yes,FALSE,FALSE,TRUE,100,0.5,0.1
863,yes,FALSE,FALSE,TRUE,100,0.5,0.5
864,yes,FALSE,FALSE,TRUE,100,0.5,20
865,yes,FALSE,FALSE,TRUE,100,0.5,100
866,yes,FALSE,FALSE,TRUE,100,10,0
867,yes,FALSE,FALSE,TRUE,100,10,0.1
868,yes,FALSE,FALSE,TRUE,100,10,0.5
869,yes,FALSE,FALSE,TRUE,100,10,20
870,yes,FALSE,FALSE,TRUE,100,10,100
871,yes,FALSE,FALSE,TRUE,100,100,0
872,yes,FALSE,FALSE,TRUE,100,100,0.1
873,yes,FALSE,FALSE,TRUE,100,100,0.5
874,yes,FALSE,FALSE,TRUE,100,100,20
875,yes,FALSE,FALSE,TRUE,100,100,100
876,yes,FALSE,FALSE,FALSE,0,0,0
877,yes,FALSE,FALSE,FALSE,0,0,0.1
878,yes,FALSE,FALSE,FALSE,0,0,0.5
879,yes,FALSE,FALSE,FALSE,0,0,20
880,yes,FALSE,FALSE,FALSE,0,0,100
881,yes,FALSE,FALSE,FALSE,0,0.1,0
882,yes,FALSE,FALSE,FALSE,0,0.1,0.1
883,yes,FALSE,FALSE,FALSE,0,0.1,0.5
884,yes,FALSE,FALSE,FALSE,0,0.1,20
885,yes,FALSE,FALSE,FALSE,0,0.1,100
886,yes,FALSE,FALSE,FALSE,0,0.5,0
887,yes,FALSE,FALSE,FALSE,0,0.5,0.1
888,yes,FALSE,FALSE,FALSE,0,0.5,0.5
889,yes,FALSE,FALSE,FALSE,0,0.5,20
890,yes,FALSE,FALSE,FALSE,0,0.5,100
891,yes,FALSE,FALSE,FALSE,0,10,0
892,yes,FALSE,FALSE,FALSE,0,10,0.1
893,yes,FALSE,FALSE,FALSE,0,10,0.5
894,yes,FALSE,FALSE,FALSE,0,10,20
895,yes,FALSE,FALSE,FALSE,0,10,100
896,yes,FALSE,FALSE,FALSE,0,100,0
897,yes,FALSE,FALSE,FALSE,0,100,0.1
898,yes,FALSE,FALSE,FALSE,0,100,0.5
899,yes,FALSE,FALSE,FALSE,0,100,20
900,yes,FALSE,FALSE,FALSE,0,100,100
901,yes,FALSE,FALSE,FALSE,0.1,0,0
902,yes,FALSE,FALSE,FALSE,0.1,0,0.1
903,yes,FALSE,FALSE,FALSE,0.1,0,0.5
904,yes,FALSE,FALSE,FALSE,0.1,0,20
905,yes,FALSE,FALSE,FALSE,0.1,0,100
906,yes,FALSE,FALSE,FALSE,0.1,0.1,0
907,yes,FALSE,FALSE,FALSE,0.1,0.1,0.1
908,yes,FALSE,FALSE,FALSE,0.1,0.1,0.5
909,yes,FALSE,FALSE,FALSE,0.1,0.1,20
910,yes,FALSE,FALSE,FALSE,0.1,0.1,100
911,yes,FALSE,FALSE,FALSE,0.1,0.5,0
912,yes,FALSE,FALSE,FALSE,0.1,0.5,0.1
913,yes,FALSE,FALSE,FALSE,0.1,0.5,0.5
914,yes,FALSE,FALSE,FALSE,0.1,0.5,20
915,yes,FALSE,FALSE,FALSE,0.1,0.5,100
916,yes,FALSE,FALSE,FALSE,0.1,10,0
917,yes,FALSE,FALSE,FALSE,0.1,10,0.1
918,yes,FALSE,FALSE,FALSE,0.1,10,0.5
919,yes,FALSE,FALSE,FALSE,0.1,10,20
920,yes,FALSE,FALSE,FALSE,0.1,10,100
921,yes,FALSE,FALSE,FALSE,0.1,100,0
922,yes,FALSE,FALSE,FALSE,0.1,100,0.1
923,yes,FALSE,FALSE,FALSE,0.1,100,0.5
924,yes,FALSE,FALSE,FALSE,0.1,100,20
925,yes,FALSE,FALSE,FALSE,0.1,100,100
926,yes,FALSE,FALSE,FALSE,0.5,0,0
927,yes,FALSE,FALSE,FALSE,0.5,0,0.1
928,yes,FALSE,FALSE,FALSE,0.5,0,0.5
929,yes,FALSE,FALSE,FALSE,0.5,0,20
930,yes,FALSE,FALSE,FALSE,0.5,0,100
931,yes,FALSE,FALSE,FALSE,0.5,0.1,0
932,yes,FALSE,FALSE,FALSE,0.5,0.1,0.1
933,yes,FALSE,FALSE,FALSE,0.5,0.1,0.5
934,yes,FALSE,FALSE,FALSE,0.5,0.1,20
935,yes,FALSE,FALSE,FALSE,0.5,0.1,100
936,yes,FALSE,FALSE,FALSE,0.5,0.5,0
937,yes,FALSE,FALSE,FALSE,0.5,0.5,0.1
938,yes,FALSE,FALSE,FALSE,0.5,0.5,0.5
939,yes,FALSE,FALSE,FALSE,0.5,0.5,20
940,yes,FALSE,FALSE,FALSE,0.5,0.5,100
941,yes,FALSE,FALSE,FALSE,0.5,10,0
942,yes,FALSE,FALSE,FALSE,0.5,10,0.1
943,yes,FALSE,FALSE,FALSE,0.5,10,0.5
944,yes,FALSE,FALSE,FALSE,0.5,10,20
945,yes,FALSE,FALSE,FALSE,0.5,10,100
946,yes,FALSE,FALSE,FALSE,0.5,100,0
947,yes,FALSE,FALSE,FALSE,0.5,100,0.1
948,yes,FALSE,FALSE,FALSE,0.5,100,0.5
949,yes,FALSE,FALSE,FALSE,0.5,100,20
950,yes,FALSE,FALSE,FALSE,0.5,100,100
951,yes,FALSE,FALSE,FALSE,30,0,0
952,yes,FALSE,FALSE,FALSE,30,0,0.1
953,yes,FALSE,FALSE,FALSE,30,0,0.5
954,yes,FALSE,FALSE,FALSE,30,0,20
955,yes,FALSE,FALSE,FALSE,30,0,100
956,yes,FALSE,FALSE,FALSE,30,0.1,0
957,yes,FALSE,FALSE,FALSE,30,0.1,0.1
958,yes,FALSE,FALSE,FALSE,30,0.1,0.5
959,yes,FALSE,FALSE,FALSE,30,0.1,20
960,yes,FALSE,FALSE,FALSE,30,0.1,100
961,yes,FALSE,FALSE,FALSE,30,0.5,0
962,yes,FALSE,FALSE,FALSE,30,0.5,0.1
963,yes,FALSE,FALSE,FALSE,30,0.5,0.5
964,yes,FALSE,FALSE,FALSE,30,0.5,20
965,yes,FALSE,FALSE,FALSE,30,0.5,100
966,yes,FALSE,FALSE,FALSE,30,10,0
967,yes,FALSE,FALSE,FALSE,30,10,0.1
968,yes,FALSE,FALSE,FALSE,30,10,0.5
969,yes,FALSE,FALSE,FALSE,30,10,20
970,yes,FALSE,FALSE,FALSE,30,10,100
971,yes,FALSE,FALSE,FALSE,30,100,0
972,yes,FALSE,FALSE,FALSE,30,100,0.1
973,yes,FALSE,FALSE,FALSE,30,100,0.5
