seqno,configno,hits,distance,averagepercid,averageeval,medianpercid,medianeval,w_dist,w_eval,fitnessScore
2,33,1,6,100,0,100,0,1.166666666,10,71.16666667
2,34,1,5,100,0,100,0,1.4,10,71.4
2,35,1,6,100,0,100,0,1.166666666,10,71.16666667
2,36,1,6,100,0,100,0,1.166666666,10,71.16666667
2,37,1,6,100,0,100,0,1.166666666,10,71.16666667
2,38,1,6,100,0,100,0,1.166666666,10,71.16666667
2,39,1,5,100,0,100,0,1.4,10,71.4
2,40,1,6,100,0,100,0,1.166666666,10,71.16666667
2,41,1,6,100,0,100,0,1.166666666,10,71.16666667
2,42,1,6,100,0,100,0,1.166666666,10,71.16666667
2,43,1,6,100,0,100,0,1.166666666,10,71.16666667
2,44,1,5,100,0,100,0,1.4,10,71.4
2,45,1,6,100,0,100,0,1.166666666,10,71.16666667
2,46,1,5,100,0,100,0,1.4,10,71.4
2,47,1,5,100,0,100,0,1.4,10,71.4
2,48,1,5,100,0,100,0,1.4,10,71.4
2,49,1,4,100,0,100,0,1.75,10,71.75
2,50,1,5,100,0,100,0,1.4,10,71.4
2,51,1,6,100,0,100,0,1.166666666,10,71.16666667
2,52,1,6,100,0,100,0,1.166666666,10,71.16666667
2,53,1,6,100,0,100,0,1.166666666,10,71.16666667
2,54,1,5,100,0,100,0,1.4,10,71.4
2,55,1,6,100,0,100,0,1.166666666,10,71.16666667
2,56,1,6,100,0,100,0,1.166666666,10,71.16666667
2,57,1,6,100,0,100,0,1.166666666,10,71.16666667
2,58,1,6,100,0,100,0,1.166666666,10,71.16666667
2,59,1,5,100,0,100,0,1.4,10,71.4
2,60,1,6,100,0,100,0,1.166666666,10,71.16666667
2,61,1,6,100,0,100,0,1.166666666,10,71.16666667
2,62,1,6,100,0,100,0,1.166666666,10,71.16666667
2,63,1,6,100,0,100,0,1.166666666,10,71.16666667
2,64,1,5,100,0,100,0,1.4,10,71.4
2,65,1,6,100,0,100,0,1.166666666,10,71.16666667
2,66,1,6,100,0,100,0,1.166666666,10,71.16666667
2,67,1,6,100,0,100,0,1.166666666,10,71.16666667
2,68,1,6,100,0,100,0,1.166666666,10,71.16666667
2,69,1,5,100,0,100,0,1.4,10,71.4
2,70,1,6,100,0,100,0,1.166666666,10,71.16666667
2,71,1,5,100,0,100,0,1.4,10,71.4
2,72,1,5,100,0,100,0,1.4,10,71.4
2,73,1,5,100,0,100,0,1.4,10,71.4
2,74,1,4,100,0,100,0,1.75,10,71.75
2,75,1,5,100,0,100,0,1.4,10,71.4
2,76,1,5,100,0,100,0,1.4,10,71.4
2,77,1,5,100,0,100,0,1.4,10,71.4
2,78,1,5,100,0,100,0,1.4,10,71.4
2,79,1,4,100,0,100,0,1.75,10,71.75
2,80,1,5,100,0,100,0,1.4,10,71.4
2,81,1,5,100,0,100,0,1.4,10,71.4
2,82,1,5,100,0,100,0,1.4,10,71.4
2,83,1,5,100,0,100,0,1.4,10,71.4
2,84,1,4,100,0,100,0,1.75,10,71.75
2,85,1,5,100,0,100,0,1.4,10,71.4
2,86,1,5,100,0,100,0,1.4,10,71.4
2,87,1,5,100,0,100,0,1.4,10,71.4
2,88,1,5,100,0,100,0,1.4,10,71.4
2,89,1,4,100,0,100,0,1.75,10,71.75
2,90,1,5,100,0,100,0,1.4,10,71.4
2,91,1,5,100,0,100,0,1.4,10,71.4
2,92,1,5,100,0,100,0,1.4,10,71.4
2,93,1,5,100,0,100,0,1.4,10,71.4
2,94,1,4,100,0,100,0,1.75,10,71.75
2,95,1,5,100,0,100,0,1.4,10,71.4
2,96,1,4,100,0,100,0,1.75,10,71.75
2,97,1,4,100,0,100,0,1.75,10,71.75
2,98,1,4,100,0,100,0,1.75,10,71.75
2,99,1,3,100,0,100,0,2.333333333,10,72.33333333
2,100,1,4,100,0,100,0,1.75,10,71.75
3,1,1,6,100,0,100,0,1.166666666,10,71.16666667
3,2,1,6,100,0,100,0,1.166666666,10,71.16666667
3,3,1,6,100,0,100,0,1.166666666,10,71.16666667
3,4,1,5,100,0,100,0,1.4,10,71.4
3,5,1,6,100,0,100,0,1.166666666,10,71.16666667
3,6,1,6,100,0,100,0,1.166666666,10,71.16666667
3,7,1,6,100,0,100,0,1.166666666,10,71.16666667
3,8,1,6,100,0,100,0,1.166666666,10,71.16666667
3,9,1,5,100,0,100,0,1.4,10,71.4
3,10,1,6,100,0,100,0,1.166666666,10,71.16666667
3,11,1,6,100,0,100,0,1.166666666,10,71.16666667
3,12,1,6,100,0,100,0,1.166666666,10,71.16666667
3,13,1,6,100,0,100,0,1.166666666,10,71.16666667
3,14,1,5,100,0,100,0,1.4,10,71.4
3,15,1,6,100,0,100,0,1.166666666,10,71.16666667
3,16,1,6,100,0,100,0,1.166666666,10,71.16666667
3,17,1,6,100,0,100,0,1.166666666,10,71.16666667
3,18,1,6,100,0,100,0,1.166666666,10,71.16666667
3,19,1,5,100,0,100,0,1.4,10,71.4
3,20,1,6,100,0,100,0,1.166666666,10,71.16666667
3,21,1,5,100,0,100,0,1.4,10,71.4
3,22,1,5,100,0,100,0,1.4,10,71.4
3,23,1,5,100,0,100,0,1.4,10,71.4
3,24,1,4,100,0,100,0,1.75,10,71.75
3,25,1,5,100,0,100,0,1.4,10,71.4
3,26,1,6,100,0,100,0,1.166666666,10,71.16666667
3,27,1,6,100,0,100,0,1.166666666,10,71.16666667
3,28,1,6,100,0,100,0,1.166666666,10,71.16666667
3,29,1,5,100,0,100,0,1.4,10,71.4
3,30,1,6,100,0,100,0,1.166666666,10,71.16666667
3,31,1,6,100,0,100,0,1.166666666,10,71.16666667
3,32,1,6,100,0,100,0,1.166666666,10,71.16666667
3,33,1,6,100,0,100,0,1.166666666,10,71.16666667
3,34,1,5,100,0,100,0,1.4,10,71.4
3,35,1,6,100,0,100,0,1.166666666,10,71.16666667
3,36,1,6,100,0,100,0,1.166666666,10,71.16666667
3,37,1,6,100,0,100,0,1.166666666,10,71.16666667
3,38,1,6,100,0,100,0,1.166666666,10,71.16666667
3,39,1,5,100,0,100,0,1.4,10,71.4
3,40,1,6,100,0,100,0,1.166666666,10,71.16666667
3,41,1,6,100,0,100,0,1.166666666,10,71.16666667
3,42,1,6,100,0,100,0,1.166666666,10,71.16666667
3,43,1,6,100,0,100,0,1.166666666,10,71.16666667
3,44,1,5,100,0,100,0,1.4,10,71.4
3,45,1,6,100,0,100,0,1.166666666,10,71.16666667
3,46,1,5,100,0,100,0,1.4,10,71.4
3,47,1,5,100,0,100,0,1.4,10,71.4
3,48,1,5,100,0,100,0,1.4,10,71.4
3,49,1,4,100,0,100,0,1.75,10,71.75
3,50,1,5,100,0,100,0,1.4,10,71.4
3,51,1,6,100,0,100,0,1.166666666,10,71.16666667
3,52,1,6,100,0,100,0,1.166666666,10,71.16666667
3,53,1,6,100,0,100,0,1.166666666,10,71.16666667
3,54,1,5,100,0,100,0,1.4,10,71.4
3,55,1,6,100,0,100,0,1.166666666,10,71.16666667
3,56,1,6,100,0,100,0,1.166666666,10,71.16666667
3,57,1,6,100,0,100,0,1.166666666,10,71.16666667
3,58,1,6,100,0,100,0,1.166666666,10,71.16666667
3,59,1,5,100,0,100,0,1.4,10,71.4
3,60,1,6,100,0,100,0,1.166666666,10,71.16666667
3,61,1,6,100,0,100,0,1.166666666,10,71.16666667
3,62,1,6,100,0,100,0,1.166666666,10,71.16666667
3,63,1,6,100,0,100,0,1.166666666,10,71.16666667
3,64,1,5,100,0,100,0,1.4,10,71.4
3,65,1,6,100,0,100,0,1.166666666,10,71.16666667
3,66,1,6,100,0,100,0,1.166666666,10,71.16666667
3,67,1,6,100,0,100,0,1.166666666,10,71.16666667
3,68,1,6,100,0,100,0,1.166666666,10,71.16666667
3,69,1,5,100,0,100,0,1.4,10,71.4
3,70,1,6,100,0,100,0,1.166666666,10,71.16666667
3,71,1,5,100,0,100,0,1.4,10,71.4
3,72,1,5,100,0,100,0,1.4,10,71.4
3,73,1,5,100,0,100,0,1.4,10,71.4
3,74,1,4,100,0,100,0,1.75,10,71.75
3,75,1,5,100,0,100,0,1.4,10,71.4
3,76,1,5,100,0,100,0,1.4,10,71.4
3,77,1,5,100,0,100,0,1.4,10,71.4
3,78,1,5,100,0,100,0,1.4,10,71.4
3,79,1,4,100,0,100,0,1.75,10,71.75
3,80,1,5,100,0,100,0,1.4,10,71.4
3,81,1,5,100,0,100,0,1.4,10,71.4
3,82,1,5,100,0,100,0,1.4,10,71.4
3,83,1,5,100,0,100,0,1.4,10,71.4
3,84,1,4,100,0,100,0,1.75,10,71.75
3,85,1,5,100,0,100,0,1.4,10,71.4
3,86,1,5,100,0,100,0,1.4,10,71.4
3,87,1,5,100,0,100,0,1.4,10,71.4
3,88,1,5,100,0,100,0,1.4,10,71.4
3,89,1,4,100,0,100,0,1.75,10,71.75
3,90,1,5,100,0,100,0,1.4,10,71.4
3,91,1,5,100,0,100,0,1.4,10,71.4
3,92,1,5,100,0,100,0,1.4,10,71.4
3,93,1,5,100,0,100,0,1.4,10,71.4
3,94,1,4,100,0,100,0,1.75,10,71.75
3,95,1,5,100,0,100,0,1.4,10,71.4
3,96,1,4,100,0,100,0,1.75,10,71.75
3,97,1,4,100,0,100,0,1.75,10,71.75
3,98,1,4,100,0,100,0,1.75,10,71.75
3,99,1,3,100,0,100,0,2.333333333,10,72.33333333
3,100,1,4,100,0,100,0,1.75,10,71.75
4,1,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,2,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,3,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,4,3,5,98.634,0,95.902,0,1.4,10,89.351
4,5,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,6,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,7,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,8,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,9,3,5,98.634,0,95.902,0,1.4,10,89.351
4,10,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,11,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,12,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,13,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,14,3,5,98.634,0,95.902,0,1.4,10,89.351
4,15,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,16,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,17,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,18,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,19,3,5,98.634,0,95.902,0,1.4,10,89.351
4,20,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,21,3,5,98.634,0,95.902,0,1.4,10,89.351
4,22,3,5,98.87633333,0,100,0,1.4,10,91.4
4,23,3,5,98.87633333,0,100,0,1.4,10,91.4
4,24,3,4,98.634,0,95.902,0,1.75,10,89.701
4,25,3,5,98.634,0,95.902,0,1.4,10,89.351
4,26,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,27,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,28,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,29,3,5,98.634,0,95.902,0,1.4,10,89.351
4,30,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,31,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,32,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,33,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,34,3,5,98.634,0,95.902,0,1.4,10,89.351
4,35,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,36,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,37,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,38,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,39,3,5,98.634,0,95.902,0,1.4,10,89.351
4,40,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,41,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,42,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,43,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,44,3,5,98.634,0,95.902,0,1.4,10,89.351
4,45,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,46,3,5,98.634,0,95.902,0,1.4,10,89.351
4,47,3,5,98.87633333,0,100,0,1.4,10,91.4
4,48,3,5,98.87633333,0,100,0,1.4,10,91.4
4,49,3,4,98.634,0,95.902,0,1.75,10,89.701
4,50,3,5,98.634,0,95.902,0,1.4,10,89.351
4,51,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,52,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,53,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,54,3,5,98.634,0,95.902,0,1.4,10,89.351
4,55,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,56,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,57,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,58,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,59,3,5,98.634,0,95.902,0,1.4,10,89.351
4,60,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,61,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,62,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,63,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,64,3,5,98.634,0,95.902,0,1.4,10,89.351
4,65,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,66,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,67,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,68,3,6,98.87633333,0,100,0,1.166666666,10,91.16666667
4,69,3,5,98.634,0,95.902,0,1.4,10,89.351
4,70,3,6,98.634,0,95.902,0,1.166666666,10,89.11766667
4,71,3,5,98.634,0,95.902,0,1.4,10,89.351
4,72,3,5,98.87633333,0,100,0,1.4,10,91.4
4,73,3,5,98.87633333,0,100,0,1.4,10,91.4
4,74,3,4,98.634,0,95.902,0,1.75,10,89.701
4,75,3,5,98.634,0,95.902,0,1.4,10,89.351
4,76,3,5,98.634,0,95.902,0,1.4,10,89.351
4,77,3,5,98.87633333,0,100,0,1.4,10,91.4
4,78,3,5,98.87633333,0,100,0,1.4,10,91.4
4,79,3,4,98.634,0,95.902,0,1.75,10,89.701
4,80,3,5,98.634,0,95.902,0,1.4,10,89.351
4,81,3,5,98.634,0,95.902,0,1.4,10,89.351
4,82,3,5,98.87633333,0,100,0,1.4,10,91.4
4,83,3,5,98.87633333,0,100,0,1.4,10,91.4
4,84,3,4,98.634,0,95.902,0,1.75,10,89.701
4,85,3,5,98.634,0,95.902,0,1.4,10,89.351
4,86,3,5,98.634,0,95.902,0,1.4,10,89.351
4,87,3,5,98.87633333,0,100,0,1.4,10,91.4
4,88,3,5,98.87633333,0,100,0,1.4,10,91.4
4,89,3,4,98.634,0,95.902,0,1.75,10,89.701
4,90,3,5,98.634,0,95.902,0,1.4,10,89.351
4,91,3,5,98.634,0,95.902,0,1.4,10,89.351
4,92,3,5,98.87633333,0,100,0,1.4,10,91.4
4,93,3,5,98.87633333,0,100,0,1.4,10,91.4
4,94,3,4,98.634,0,95.902,0,1.75,10,89.701
4,95,3,5,98.634,0,95.902,0,1.4,10,89.351
4,96,3,4,98.634,0,95.902,0,1.75,10,89.701
4,97,3,4,98.87633333,0,100,0,1.75,10,91.75
4,98,3,4,98.87633333,0,100,0,1.75,10,91.75
4,99,3,3,98.634,0,95.902,0,2.333333333,10,90.28433333
4,100,3,4,98.634,0,95.902,0,1.75,10,89.701
5,1,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,2,3,6,100,0,100,0,1.166666666,10,91.16666667
5,3,3,6,100,0,100,0,1.166666666,10,91.16666667
5,4,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,5,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,6,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,7,3,6,100,0,100,0,1.166666666,10,91.16666667
5,8,3,6,100,0,100,0,1.166666666,10,91.16666667
5,9,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,10,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,11,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,12,3,6,100,0,100,0,1.166666666,10,91.16666667
5,13,3,6,100,0,100,0,1.166666666,10,91.16666667
5,14,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,15,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,16,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,17,3,6,100,0,100,0,1.166666666,10,91.16666667
5,18,3,6,100,0,100,0,1.166666666,10,91.16666667
5,19,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,20,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,21,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,22,3,5,100,0,100,0,1.4,10,91.4
5,23,3,5,100,0,100,0,1.4,10,91.4
5,24,2,4,95.9515,0,95.9515,0,1.75,10,79.72575
5,25,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,26,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,27,3,6,100,0,100,0,1.166666666,10,91.16666667
5,28,3,6,100,0,100,0,1.166666666,10,91.16666667
5,29,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,30,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,31,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,32,3,6,100,0,100,0,1.166666666,10,91.16666667
5,33,3,6,100,0,100,0,1.166666666,10,91.16666667
5,34,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,35,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,36,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,37,3,6,100,0,100,0,1.166666666,10,91.16666667
5,38,3,6,100,0,100,0,1.166666666,10,91.16666667
5,39,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,40,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,41,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,42,3,6,100,0,100,0,1.166666666,10,91.16666667
5,43,3,6,100,0,100,0,1.166666666,10,91.16666667
5,44,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,45,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,46,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,47,3,5,100,0,100,0,1.4,10,91.4
5,48,3,5,100,0,100,0,1.4,10,91.4
5,49,2,4,95.9515,0,95.9515,0,1.75,10,79.72575
5,50,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,51,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,52,3,6,100,0,100,0,1.166666666,10,91.16666667
5,53,3,6,100,0,100,0,1.166666666,10,91.16666667
5,54,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,55,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,56,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
5,57,3,6,100,0,100,0,1.166666666,10,91.16666667
5,58,3,6,100,0,100,0,1.166666666,10,91.16666667
5,59,2,5,95.9515,0,95.9515,0,1.4,10,79.37575
5,60,2,6,95.9515,0,95.9515,0,1.166666666,10,79.14241667
